Taxon,Count
Pezizomycotina,182
uncultured Acidimicrobiia bacterium,7
Pseudomonas sp.,3
JGI 0001001-H03,13
Dothideomycetes,50
Clavibacter,3
Unknown Family,8
Actinoplanes,7
Ellin6055,3
Paenibacillus sp. 1105,2
uncultured endolithic bacterium,3
Actimicrobium,3
Clostridia,110
Burkholderiales,473
Verrucomicrobiota,235
Sordariomycetes,66
uncultured Nitrospiraceae bacterium,2
Streptococcus,13
Frondihabitans,2
uncultured Nitrosomonadales bacterium,3
Massilia,15
Bacteroidota,167
Opitutaceae,19
Rhodocyclaceae,12
Opisthokonta,264
Gaiellales,168
Nucletmycea,236
uncultured Acidobacteriales bacterium,10
Caldisericales,10
Pseudarthrobacter,85
MB-A2-108,18
Bacilli,347
fungal sp.,3
uncultured bacterium 164,2
uncultured Acidobacterium sp.,5
Sphingomonadales,96
Pseudomonas,26
Thermoanaerobacterales,5
Steroidobacterales,3
Trichoderma sp. H09,2
uncultured Bacteroidetes bacterium,11
Bryobacteraceae,34
Intrasporangiaceae,72
Pseudogymnoascus sp. VKM F-3557,2
Lecanicillium sp. CCF 5201,2
Micrococcales,377
Holophagae,14
Pseudomonas syringae pv. pisi,2
Nocardioides sp. S23405,2
Candidatus Solibacter usitatus Ellin6076,2
Ammopiptanthus mongolicus,8
permafrost metagenome,2
uncultured bacterium 270,2
Gemmatimonadales,137
Arthrobacter sp. K0-101,2
Nectriaceae,4
Pseudomonadaceae,26
KD4-96,125
Paenibacillaceae,96
Pedosphaeraceae,75
Flavobacteriales,17
Gemmatales,17
Caldicoprobacter,3
Pseudarthrobacter siccitolerans,2
Sumerlaeota,3
Paenibacillus,87
Parafrigoribacterium,12
Caulobacteraceae,29
Kineosporiales,12
Bacteroidetes vadinHA17,4
AKYH767,4
Paenibacillus sp.,14
Thermoactinomycetales,3
Paenibacillus chondroitinus,3
Sporichthyaceae,27
Solibacterales,72
Nocardioides,80
Holwaya,6
uncultured Armatimonadetes bacterium,3
Frankiaceae,10
uncultured Verrucomicrobia bacterium,30
Caldicoprobacterales,3
Aestuariimicrobium,7
Eukaryota,360
TK10,17
Bradyrhizobium,29
Mycobacteriaceae,35
Dependentiae,24
Sterolibacterium,2
WD2101 soil group,29
Photobacterium,2
Glaciihabitans sp.,2
Parengyodontium,6
Bacteroidia,158
Phenylobacterium,11
GOUTA6,23
OPB41,36
Helotiales sp. 2 MK-2015,2
Patescibacteria,129
Trichoderma viride,2
Mesorhizobium,8
Diplorickettsiaceae,20
Sumerlaeaceae,3
Planctomycetes,111
SM1A02,10
Oscillospirales,19
UCG-010,7
Nitrospiraceae,33
Rickettsiales,48
Sumerlaea,3
Metapochonia suchlasporia,3
Thermoanaerobacteria,5
Methylobacter psychrophilus,2
Arsenicicoccus,2
Caldisericia,10
Verrucomicrobiaceae,6
uncultured,1093
Devosiaceae,39
Arthrobacter alpinus,8
uncultured Comamonadaceae bacterium,3
uncultured Paenibacillus sp.,2
Pseudarthrobacter scleromae,4
AD3,6
Actinobacteriota,1365
uncultured Chloroflexi bacterium,28
CPla-3 termite group,4
Arthrobacter sp. Sr57,2
Xanthomonadales,24
Ascomycota,187
Pseudolabrys,57
Desulfosporosinus,28
Beijerinckiaceae,7
Holwaya mucida subsp. nipponica,2
Dehalococcoidia,23
Amorphea,269
Variovorax,6
uncultured Clostridiales bacterium,2
Blastocatellia,116
Thermoactinomycetaceae,3
Caldisericota,10
Penicillium,8
Propionicimonas,3
Gammaproteobacteria Incertae Sedis,7
Gammaproteobacteria,651
Geobacteraceae,19
uncultured Intrasporangiaceae bacterium,4
uncultured Gemmatimonas sp.,6
Pycnora,2
Tumularia aquatica,2
uncultured Xanthobacteraceae bacterium,4
Geobacterales,19
Tepidisphaerales,34
KD3-93,3
Arthrobacter sp. O266,2
Mitochondria,47
UBA12409,4
Ramlibacter,16
Babeliales,24
A4b,11
Cellulomonas sp. KAR4,2
Gemmatimonadaceae,137
Cryobacterium,22
Marmoricola,11
uncultured fungus,21
Lineage IIa,5
Acidothermaceae,7
Paenibacillus sp. Soil750,2
Incertae Sedis,33
Vicinamibacterales,250
Armatimonadota,13
Methylophilus,4
Paenibacillales,96
Pycnora sorophora,2
Paraoerskovia,2
Cytophagales,17
Chloroflexi,301
Actinomarinales,5
Solibacteraceae,72
Firmicutes,516
Alphaproteobacteria,618
Gallionellaceae,27
Thermomonas,3
Methylorosula,2
Caenimonas,8
Sphingomonas,51
Subgroup 17,14
Paraoerskovia marina,2
Prosthecobacter,2
Ferruginibacter,18
Cellulomonas cellasea,3
Cyanobacteria,35
Streptococcus pneumoniae,8
Gaiella,41
Enterobacterales,16
Actinotalea,6
Oxalobacteraceae,56
Kapabacteria,3
Candelariales,2
uncultured proteobacterium,8
Hyphozyma,6
Planctomycetota,179
OLB14,7
Nocardiaceae,9
Terrimonas,9
Opitutus,16
Bradyrhizobium canariense,3
Acetobacteraceae,14
Microscillaceae,15
Methylophilus sp. Leaf459,2
uncultured deep-sea bacterium,3
uncultured bacterium,2496
RB41,75
Eurotiomycetes,23
uncultured Sphingomonadaceae bacterium,8
uncultured Sphingobacteriia bacterium,2
Metarhizium rileyi RCEF 4871,2
Phycisphaeraceae,16
Rhizobiales,360
Nitrospirales,33
Anaerolineaceae,18
Helotiaceae,9
uncultured Iamia sp.,3
Bacteroidales,19
Bannozyma yamatoana,2
uncultured Gemmatimonadetes bacterium,15
Candidatus Udaeobacter,62
Sphingosinicella sp.,2
Methylococcales,18
Bryobacterales,34
Stenotrophobacter,4
uncultured Epsilonproteobacteria bacterium,2
Verrucomicrobiae,180
A21b,21
JG30-KF-CM66,13
Pucciniomycotina,22
Candidatus Solibacter,72
uncultured Gemmatimonadales bacterium,9
Nocardioides sp. CF8,3
Rhodobacteraceae,15
Bannozyma,3
Bradyrhizobium erythrophlei,2
uncultured Cellulomonadaceae bacterium,2
Cellulomonas,22
Enterococcus durans,4
CL500-29 marine group,19
SC-I-84,56
Nitrospirota,36
Oryzihumus leptocrescens,3
Frigoribacterium,3
Pseudarthrobacter sulfonivorans,6
uncultured organism,24
A0839,2
Klebsiella,5
MBNT15,4
uncultured prokaryote,9
Legionella,11
Micrococcus,8
Rhizobiaceae,18
Pseudomonas fluorescens,4
Solirubrobacterales,198
Nocardioidaceae,104
Rhizobiales Incertae Sedis,39
Chitinophagaceae,56
Legionellaceae,11
Gemmatimonadetes,137
Paenibacillus nebraskensis,2
Angustibacter,4
Fungi,234
Arthrobacter,46
Pirellulales,66
Jatrophihabitans,10
Bryobacter,34
Helotiales,18
Nocardioides sp. Soil797,2
Desulfitobacteriia,31
Aspergillaceae,11
Plantibacter cousiniae,2
Hungateiclostridiaceae,9
Altererythrobacter,12
Paenibacillus sp. Soil724D2,2
Photobacterium ganghwense,2
Caulobacterales,33
KF-JG30-B3,8
Chitinophagales,71
Caldilineaceae,13
Conexibacter arvalis,2
Parcubacteria,32
Bauldia,31
Propionibacteriales,138
Kineosporia,6
Desulfosporosinus fructosivorans,2
Conexibacter,45
Trichoderma atroviride IMI 206040,2
Candidatus Ovatusbacter,2
uncultured Caldisericum sp.,2
Rhodospirillales,10
Nocardioides sp. MN5-4,2
Pyrinomonadales,75
Nocardioides exalbidus,2
Legionellales,11
Bacillales,186
Reyranella,6
uncultured actinobacterium,66
Gemmatimonadota,174
Polaromonas,7
Comamonadaceae,102
Aeromicrobium,11
Propionibacteriaceae,34
Reyranellaceae,6
Blastocatellales,37
uncultured Rhodobiaceae bacterium,2
Chthoniobacteraceae,68
Sideroxydans,4
Aeromicrobium sp. LCK-2009.1,2
Dikarya,229
Vibrionaceae,5
Gemmatimonas,48
Arthrobacter sp. U41,3
Micrococcaceae,163
Fusarium,4
67-14,96
P2-11E,6
Asticcacaulis,3
Metarhizium,12
uncultured planctomycete,18
Pseudogymnoascus destructans,2
Ilumatobacteraceae,26
Trichoderma,13
Vibrionales,5
Kineosporiaceae,12
bacterium SCGC AG-212-C10,2
Clostridiales,42
Sphingobacteriales,34
Arthrobacter sp. Lc31-7,2
uncultured Caulobacterales bacterium,2
Rhodoplanes,24
uncultured Anaerolineaceae bacterium,3
Paenibacillus mucilaginosus K02,2
Variovorax sp. Ms1,2
Isosphaeraceae,14
Propionicicella,3
Actinobacteria,722
Coriobacteriia,40
Roseobacter clade NAC11-7 lineage,2
Cellulomonas bogoriensis 69B4 = DSM 16987,2
Isosphaerales,14
uncultured Firmicutes bacterium,14
Acidobacteriae,123
Corynebacteriales,50
Janibacter,6
Devosia sp. GSM-205,2
Arthrobacter nitrophenolicus,2
Vicinamibacteraceae,39
Acidobacteriota,532
Caldicoprobacteraceae,3
Subgroup 7,13
Pseudogymnoascus,4
Nitrosomonadaceae,89
mine drainage metagenome,2
Gitt-GS-136,17
MND1,17
bacterium Ellin6090,2
WWH38,5
Babeliae,24
Alcaligenaceae,7
Arthrobacter sp.,5
Plot4-2H12,3
NS9 marine group,5
Penicillium solitum,3
Xanthomonadaceae,9
Candidatus Levybacteria,15
Rhizobacter,28
Crenothrix,3
TRA3-20,62
Methyloligellaceae,30
Sumerlaeia,3
Chrysozymaceae,10
uncultured Gallionella sp.,4
