Taxon,Count
Verpa conica,1
Salinibacterium,3
Actinoplanes sp. G31,1
Dokdonella koreensis DS-123,1
Palpata,1
Nocardioides sp. LCK-2009.30,1
Cryptosporangium,1
Planococcaceae,55
Chlamydiae bacterium GWA2_50_15,1
Endomicrobiales,13
Nocardioides albus,1
Naumannella sp. AFT1,1
Leifsonia aquatica,1
Dissulfuribacter,1
uncultured Actinomycetales bacterium,3
Galbitalea,3
uncultured Cercozoa,4
Acidithiobacillaceae,3
Cucumis sativus (cucumber),1
Dacrymycetales,1
Francisellales,1
bacteriap25,2
uncultured Holophaga sp.,1
Trichlorobacter,1
Aeromicrobium sp. ZS1-19,1
Hydrogenedentia,1
Methylacidiphilaceae,2
Thioalkalivibrio,1
Halieaceae,1
MM1,1
Vibrio sp.,1
Herpotrichiellaceae,3
[Polyangium] brachysporum group,1
Oceanospirillales,2
Clostridium botulinum,1
uncultured Parachlamydiaceae bacterium cvC15,1
uncultured microorganism,1
Listeriaceae,3
Nakamurellaceae,6
Alloactinosynnema,1
Hydrogenophilaceae,2
Archaeplastida,51
Dethiobacteria,1
Arthrobacter sp. SRS-W-1-2016,1
Yonghaparkia,1
Mycosphaerellaceae,10
Clostridia vadinBB60 group,1
Francisella noatunensis subsp. orientalis,1
Clostridium vincentii,3
Syntrophomonadaceae,2
Arachis hypogaea (peanut),1
Salinibacterium sp. JC2486,1
glacial ice bacterium Guliya200-A1,1
Homoserinimonas,1
Romboutsia sp. MT17,1
Acinetobacter,5
Clade II,3
Clostridium sensu stricto 11,1
Conidiobolus,1
Diopisthoporus sp. UJ-2011-nsp,1
Uroglena,1
uncultured Bradyrhizobiaceae bacterium,1
Parachlamydiaceae bacterium HS-T3,1
Atopobium,1
Parasphingopyxis,1
NK4A214 group,1
Arsenophonus,2
Haliangium,10
Knufia,1
UCG-005,2
Rathayibacter tritici,1
Cercozoa,16
Holophagaceae,1
Thermovenabulales,1
Ornithinimicrobium sp. AMA3305,1
Aeromicrobium sp. KAR59,1
SAR202 clade,6
Methanobacteriaceae,8
Bacillus sp. DYJL4,1
Methylobacter tundripaludum 21/22,1
Caulobacteraceae bacterium NeomS2D3,1
Methanomicrobiales,7
Lutispora,2
Sagittula sp.,1
1959-1,1
Mycosphaerella aleuritidis,1
Boeremia,1
Tannerellaceae,1
Arthrobacter sp. Marseille-P4198,1
Mycobacterium insubricum,1
Glaziella aurantiaca,1
Stappia sp. ES.058,1
Bradyrhizobium sp.,3
Polyangiaceae,5
Nocardioides halotolerans DSM 19273,1
Renibacterium salmoninarum ATCC 33209,1
Harpacticoida,1
Auricularia auricula-judae (ear fungus),1
Sporosarcina sp. 30a,1
uncultured Sphingomonas sp.,1
Cestodaria,1
Lactobacillus,11
'Caesalpinia gilliesii' phytoplasma,1
Ralstonia solanacearum,1
Syntrophorhabdia,1
Paenibacillus sp. TA_AM2,1
Terrabacter sp. ZQM-38,1
Rhodospirillaceae,2
Herbaspirillum,4
Pallidocercospora crystallina,1
Angustibacter sp. Root456,1
Staphylococcaceae,6
Myroides odoratimimus CCUG 12700,1
Poterioochromonas sp. NTNV07,1
Corynebacteriaceae,4
Acinetobacter baumannii,1
Glissomonadida,9
Caldilinea aerophila DSM 14535 = NBRC 104270,1
Cryobacterium sp. LW097,2
Bacteroides salyersiae,1
Demequina,2
Paracaedibacterales,2
Christensenellales,3
Knoellia sp. TFS 104,1
Neopseudocercosporella brassicae,1
Bergeyella,2
Gluconobacter,1
Noviherbaspirillum,4
Aphelidium desmodesmi,1
Arthrobacter sp. PAMC 25486,1
Micrococcus yunnanensis,1
uncultured Coriobacteriales bacterium,1
Blastomyces dermatitidis ER-3,1
Micromonospora,4
Nocardioides sp. PD653,1
Erysipelothrix larvae,1
Monodopsis sp. MarTras21,1
Pseudogymnoascus pannorum var. pannorum,1
Leptoxyphium fumago,1
Candidatus Kuenenbacteria,1
Nocardioides luteus,1
SAR11 clade,4
Sticholonche sp. JB-2011,1
Kineococcus,1
uncultured Rubrobacterales bacterium,2
Agromyces,3
Rathayibacter iranicus,1
Paenibacillus sp. W1.09-140,1
Pseudoalteromonadaceae,2
Tessaracoccus aquimaris,1
Pezizales,2
Cyanobium PCC-6307,4
Dothidea muelleri,1
Eubacteriales,4
Plantibacter sp. TSE8,1
Lactobacillus ruminis,1
Vibrio,3
Peredibacter,3
Candidatus Daviesbacteria,7
Ruegeria,1
Nanoarchaeia,1
Picea glauca (white spruce),1
Niorma chrysophthalma,1
Echinochloa colona,1
Agromyces sp. Soil535,1
Saccharomycetales,1
Propionicimonas paludicola,1
Pseudomonas plecoglossicida,1
Bacillus sp. JCM 19056,1
Leptoxyphium,1
Oligohymenophorea,1
Siphonostomatoida,1
Subgroup 15,1
Arthopyreniaceae sp. GMG_P1,1
Litorilinea,1
Ascochyta phacae,1
Lentisphaeria,3
Chitinophagaceae bacterium IBVUCB1,1
Oxalicibacterium faecigallinarum,1
Dermacoccaceae,4
uncultured Methanobrevibacter sp.,1
Afipia sp. P52-10,1
Cephaloticoccus capnophilus,1
Clostridium sensu stricto 15,1
Gossypium barbadense (sea-island cotton),2
Flavisolibacter,3
Entomophthoromycetes,1
Neoascochyta,1
Meloidogyne incognita (southern root-knot nematode),1
Marinobacter,2
Candidatus Phytoplasma,4
Virgibacillus ndiopensis,1
uncultured Acidobacteriaceae bacterium,2
Escherichia-Shigella,1
Maxillopoda,2
uncultured Peptococcaceae bacterium,1
Curtobacterium flaccumfaciens UCD-AKU,1
Cladonia rangiferina,1
Jatrophihabitans endophyticus,1
Nocardioides sp. A6-8,1
Oligoflexia,10
uncultured Ascomycota,1
Lachnospiraceae UCG-004,1
Bacillus sp. PL-26,1
Sedimentibacter,1
Ureaplasma,1
Candidatus Doudnabacteria bacterium RIFCSPLOWO2_02_FULL_48_13,1
Bradymyces graniticola,1
Gram-positive bacterium SOGA31,1
Bifidobacterium,1
Cystobasidium minutum,1
Cystofilobasidiales,3
Animalia,28
GOUTB8,1
Fonsecaea,1
Lentisphaerae bacterium RIFOXYC12_FULL_60_16,1
Lactobacillus rhamnosus,1
Phaeosphaeriaceae,2
Pertusariales,1
Exophiala,1
Dissulfuribacteraceae,1
Macaca mulatta (Rhesus monkey),1
Methanomassiliicoccales,2
Friedmanniella,1
Leifsonia xyli,1
Negativicutes,10
Marinococcus,1
Pla1 lineage,1
vadinHA49,4
uncultured Rhizobiales bacterium,5
Barnesiellaceae,1
Meseres sp.,1
Mucoromycota,3
Kineosporia mikuniensis JCM 9961,1
Kyrpidia spormannii,1
Slooffia pilati,1
