Taxon,Count
Polyporales,2
Kiloniellales,4
Bradyrhizobium sp. enrichment culture clone E109,1
Paenibacillus sp. 19508,1
Boeremia exigua var. exigua,5
Diurodrilus subterraneus,1
Bartonella,1
Gram-positive iron-oxidizing acidophile CH2,1
Penicillium expansum YT02,1
Ancylobacter sp. Dau2,1
Sulfurifustis,1
Conthreep,2
uncultured Alcaligenaceae bacterium,1
Hydrogenobacter,1
Arthrobacter sp. 13zhy,1
Porphyra-Clymene,1
Salicola,1
Subgroup 22,2
Wohlfahrtiimonas,1
Paenibacillus,98
Syntrophotaleaceae,1
Plicosepalus curviflorus,1
Dechloromonas,1
Chloroflexales,4
Rhodoferax,4
Paenibacillus sp. C61,1
Cyphellophora,1
Mycosphaerella mycopappi,1
Neocudoniella,1
Elusimicrobiaceae,1
Nitrospinia,4
Veillonella atypica,1
Armatimonadaceae,1
Trichoderma harzianum,2
Sphingomonas,4
Dacrymycetales,1
Chytridiomycota,6
Parageobacillus thermoglucosidasius,1
Caenarcaniphilales,1
Lactobacillus saniviri,1
Candidatus Protochlamydia amoebophila UWE25,2
Rathayibacter tritici,1
Clostridium sensu stricto 1,5
Mrakiaceae,1
Rhynchosporium secalis (leaf blotch of barley),1
Staphylococcales,12
Caldatribacteriota,1
Curtobacterium sp. MMLR14_002,1
Myroides odoratimimus CCUG 12700,1
Pyrenochaeta nobilis,1
Stenotrophomonas rhizophila,1
Glarea,4
Microdochium nivale,1
Eutypa lata,1
Rhymbocarpus,1
Asteroma alneum,1
Sphaerulina populicola,1
Mycoavidus,1
Kocuria sp. UCD-OTCP,1
Bacillus sp. Marseille-P2489,1
uncultured glomeraceous AM fungus,2
Saccharomycetales,5
alpha proteobacterium LMG 20591,1
Clavulicium macounii,1
Glutamicibacter nicotianae,1
Parvibaculales,1
Saccharomycodes,1
Isoptericola,1
Polyporales sp.,1
Candidatus Rubidus massiliensis,1
Legionella,8
Coxiellaceae,7
Bachmanniomyces uncialicola,1
Leptospirillales,1
Haloactinopolyspora,1
Defluviicoccales,1
Penicillium sp. Y20-2,1
Candidatus Phytoplasma aurantifolia,1
Deinococcota,1
Oscillospiraceae,1
Trichocephalida,1
Labyrinthulomycetes,1
Anomalodesmata,1
Marinococcaceae,4
CL500-29 marine group,4
Ascozonus woolhopensis,1
Nelumbo nucifera,1
Izemoplasmataceae,1
Bilateria,45
Clavibacter,1
Parachlamydia acanthamoebae UV-7,2
Desulfurobacteriales,1
Anaeromassilibacillus sp. Marseille-P3876,1
