Taxon,Count
uncultured Rhodocyclaceae bacterium,4
Bacteria,5426
Arthrinium,5
Pezizomycotina,488
Pedosphaeraceae,69
Chlamydiales,77
Nitrosomonadaceae,111
Capnodiales,44
Citrus maxima,4
Mycoplasmataceae,7
Hyphomicrobiaceae,19
Planctomycetota,258
Pycnora,2
Anoxybacillus sp. SMMA3,2
Chthonomonadaceae,4
Nucletmycea,599
Phycisphaeraceae,12
Pycnora sorophora,2
Microbacterium,9
Enterococcus,8
Isaria,14
Verrucomicrobiae,241
Micrococcales,224
Pseudarthrobacter siccitolerans,2
Trichoderma gamsii,2
Microgenomatia,24
vadinHA49,13
Vicinamibacteraceae,28
Ureaplasma,3
Edaphobaculum,7
Thermoleophilia,345
Trichoderma viride,3
uncultured Hyphomicrobiaceae bacterium,15
Sordariomycetes,154
Rhizobacter,16
Bradyrhizobium lablabi,2
Cyanobacteria,87
uncultured forest soil bacterium,6
Bdellovibrionales,8
Tracheophyta,80
SC-I-84,25
mine drainage metagenome,2
Micropepsaceae,24
Fimbriimonadia,3
Pedomicrobium,11
IS-44,31
Enterobacteriaceae,7
Candidatus Udaeobacter,88
Pseudogymnoascus,12
Vicinamibacteria,266
uncultured Acidobacteriales bacterium,13
Haliangiaceae,60
Acidimicrobiia,88
Bryobacteraceae,43
Tundrisphaera,4
Candidatus Omnitrophus,7
Bauldia,25
Enterococcus durans,5
Solirubrobacteraceae,83
uncultured Rubrobacteria bacterium,7
Pirellulales,52
Bacillales,164
Methylomirabilota,30
Planctomycetes,155
zygomycete sp. AM-2008a,3
Actinobacteria,462
Yersiniaceae,6
Obazoa,651
uncultured soil bacterium,81
Mitochondria,100
Genolevuria tibetensis,2
uncultured Alphaproteobacteria bacterium,49
Eurotiomycetes,77
Cellulomonas sp. Asd M7A1,2
Microtrichales,18
Pseudomonadales,26
Diplorickettsiaceae,16
Cladosporiaceae,27
Arthrobacter,18
Trichoderma sp. H09,2
Streptophyta,82
Nocardiaceae,20
metagenome,453
Geobacterales,40
Cordycipitaceae,28
Ilumatobacteraceae,8
Frankiales,84
Klebsiella,7
Gaiellaceae,24
Gaiellales,185
Penicillium capsulatum,4
Nitrospira,29
Pseudolabrys,33
Curtobacterium,4
KD4-96,78
Polyangia,115
Frankiaceae,15
Charophyta,82
Reyranella,9
Tepidisphaerales,46
