Taxon,Count
Verrucomicrobiae,206
Spermatophyta,72
Mucor racemosus,2
Azospirillales,10
Micrococcaceae,50
Vicinamibacterales,116
Mitochondria,37
Gemmataceae,156
Actinobacteriota,901
RB41,47
Vicinamibacteria,122
MB-A2-108,24
TK10,27
Agaricomycotina,42
Ktedonobacterales,95
Limnobacter,3
Parviterribacter,3
Chthonomonadales,15
Oligoflexia,32
Rickettsiales,41
Serratia sp. S4,6
Chitinophagales,56
Skermanella,2
Kineosporiaceae,16
Chitinimonadaceae,2
Ellin6067,23
Serratia sp. R50,2
Gemmatales,156
Erwiniaceae,10
Pyrinomonadales,47
Streptomyces,32
Corynebacteriales,72
Bdellovibrionota,45
Nucletmycea,186
Cantharellales,6
uncultured gamma proteobacterium,17
JG36-TzT-191,8
uncultured Archangiaceae bacterium,3
uncultured Cercozoa,2
Phycisphaerae,24
Archaeplastida,76
uncultured Burkholderiales bacterium,3
Helotiales,12
Triticum aestivum (bread wheat),6
Parcubacteria,30
Stereopsis globosa,3
Clavulicium,3
Paenibacillus sp. B17a,2
SAR,32
Endomicrobium,13
Candidatus Udaeobacter,144
Leotiomycetes,19
uncultured Pseudomonas sp.,3
Pseudomonas fluorescens,5
Opitutus,3
Chitinimonas,2
Acidobacteriaceae (Subgroup 1),37
Nitrospira,13
Embryophyta,72
Subgroup 17,6
Acidibacter,29
uncultured Ktedonobacter sp.,10
Serratia grimesii,5
Frankiaceae,34
Sphingobacteriales,13
Pectobacterium carotovorum,6
uncultured fungus,7
uncultured crenarchaeote,14
Enoplea,15
uncultured Thermomonosporaceae bacterium,5
Nematozoa,22
Gaiella,30
uncultured Bradyrhizobium sp.,5
Kineosporia,5
Serratia proteamaculans,15
Coxiella,5
Mucor rudolphii,4
OM190,10
Pectobacterium,8
Nitrososphaeraceae,14
Chthoniobacterales,169
uncultured,1142
RCP2-54,13
uncultured Armatimonadetes bacterium,6
Pajaroellobacter,13
MND1,11
Mucor irregularis,2
Fusarium,4
Lactobacillales,27
Chthonomonadetes,15
