Taxon,Count
Azospirillum sp. enrichment culture clone VanCtr101,1
Enterobacteriaceae bacterium KVD-1959-11,1
Prismatolaimus dolichurus,1
uncultured Nitrospiraceae bacterium,1
Euamoebida,1
Paenibacillus sp. IHB B 3138,1
Tubulinea,1
Serratia sp. K20-49,1
Serratia myotis,1
uncultured Acidimicrobiaceae bacterium,1
Ideonella sp. K5.1,1
Serratia sp. BZ70,1
Graphium sp. UM73-75,1
Asticcacaulis sp. A1-31,1
Pseudomonas sp. In5,1
Arthrobacter sp. SPG23,1
Bradyrhizobium sp. ISLU65,1
Pseudomonas sp. BIHB 1310,1
Acidobacteriaceae bacterium A2-4c,1
Enterobacteriaceae bacterium KVD-1982-12,1
uncultured Desulfuromonadales bacterium,1
Streptomyces sp. INBio_4515Q,1
Pseudarthrobacter siccitolerans,1
Prodesmodora circulata,1
Serratia plymuthica PRI-2C,1
Enterobacteriaceae bacterium Kuo1-1,1
Penaeus chinensis,1
Secale cereale (rye),1
Serratia sp. X3Bc3,1
Enterobacteriaceae bacterium 9_2_54FAA,1
Serratia sp. UIWRF1065,1
Enterobacter sp. D1,1
Serratia plymuthica S13,1
Rouxiella badensis,1
Serratia sp. HX-B01,1
Serratia sp. a001-60,1
Serratia sp. AS13,1
Paenibacillus sp. Root52,1
Meliniomyces,1
Pseudomonas sp. JS6,1
Subgroup 25,1
Rahnella sp. N1EH1,1
Bacillus sp. 7B-635,1
