Taxon,Count
Xanthobacteraceae,197
uncultured Singulisphaera sp.,7
Chthoniobacteraceae,86
Polyangia,133
Ktedonobacteria,95
Charophyta,118
Sediminibacterium,2
Myxococcota,163
Rhodanobacter,9
Opitutaceae,16
Proteobacteria,963
Micromonosporales,22
Myxococcia,30
Burkholderiales,107
uncultured Caulobacteraceae bacterium,6
CPla-3 termite group,4
Pyrinomonadales,11
Chromadorea,18
uncultured Bacteroidetes bacterium,8
Lichtheimia ramosa B5399,2
Alphaproteobacteria,645
soil metagenome,5
Ambomucor seriatoinflatus,2
Verrucomicrobiae,195
Ammopiptanthus mongolicus,10
Sordariomycetes,129
Polyangiaceae,48
Pseudolabrys,12
Chitinophagaceae,36
Mucoraceae,42
Streptophyta,118
Micropepsales,40
Armatimonadota,37
Lineage IIa,25
zygomycete sp. AM-2008a,5
Actinobacteriota,611
Myxococcales,30
Bacteria,3787
Amorphea,660
uncultured Hyphomicrobiaceae bacterium,13
Solirubrobacterales,94
Bradyrhizobium sp.,7
Vicinamibacteria,78
Acidothermaceae,62
Holozoa,69
Enterobacterales,18
Pezizomycotina,329
Pajaroellobacter,40
Yersiniaceae,7
Acetobacterales,77
Animalia,66
Bdellovibrio,13
Gammaproteobacteria,318
Verrucomicrobiota,259
metagenome,326
uncultured Ktedobacteria bacterium,10
Bradyrhizobium erythrophlei,2
Bdellovibrionaceae,14
Archaeplastida,128
uncultured bacterium,1878
uncultured Verrucomicrobia subdivision 3 bacterium,2
Mucor racemosus,4
Roseiarcus,11
Phycisphaerae,43
Actinobacteria,303
bacterium Ellin504,2
Rhodanobacteraceae,13
Gemmatales,157
Choanozoa,69
Mucoromycota,111
Chromadorida,6
Bryobacter,80
Nucletmycea,578
BD7-11,3
Bauldia,8
Fimbriiglobus,2
Chitinophagales,40
Mucor,26
uncultured beta proteobacterium,10
Tepidisphaerales,39
Acidothermus,62
Polyangiales,61
Solirubrobacteraceae,74
Metazoa,67
Pseudogymnoascus pannorum,2
Puia,12
Enoplea,8
Ambomucor,2
Protostomia,60
Chthonomonadaceae,9
Tracheophyta,115
Serratia,7
uncultured Verrucomicrobia bacterium,34
Trichoderma,8
Pilaira anomala,3
Schlesneria,3
Rhizomucor,8
uncultured Phyllobacteriaceae bacterium,3
Ecdysozoa,42
Bdellovibrionota,56
URHD0088,6
Chloroplast,48
Rhizobiales,276
Magnoliophyta,112
Enoplia,6
Micromonospora,6
Achromadora sp. JH-2004,2
Incertae Sedis,176
Beijerinckiaceae,28
Ascomycota,349
Acidobacteriota,560
uncultured forest soil bacterium,21
Cyanobacteriia,67
Xanthomonadales,24
RB41,11
Isosphaeraceae,62
AD3,14
Embryophyta,118
Conexibacter,50
Nematozoa,26
uncultured,1048
Haliangiaceae,66
Haliangium,66
Isosphaerales,62
IMCC26256,76
uncultured Verrucomicrobiales bacterium,2
Enoplida,2
Ktedonobacteraceae,82
Bilateria,64
Mucor rudolphii,4
Reyranellaceae,4
Acidobacteriae,420
Micromonosporaceae,22
Candidatus Udaeobacter,70
Mucoromycotina,90
Acidobacteriales,136
Bdellovibrionia,15
Schlesneriaceae,5
Bacteroidia,83
uncultured Acidobacteria bacterium,190
Chthoniobacterales,95
Mucor hiemalis f. hiemalis,2
uncultured Actinomycetales bacterium,6
Saccharimonadales,15
Ricinulei environmental sample,2
SM2D12,11
Acetobacteraceae,77
Elusimicrobiota,47
Anaerolineae,15
Opitutales,19
P3OB-42,7
Gossypium arboreum,4
Phragmoplastophyta,118
Haliangiales,66
WD260,25
DEV008,2
Candidatus Solibacter,96
Spermatophyta,115
Hypocreales,79
Chloroplastida,124
Patescibacteria,68
Rhodovastum,2
Subgroup 2,96
Rhizobiales Incertae Sedis,11
Frankiales,92
Eukaryota,879
WD2101 soil group,34
Acidimicrobiia,120
Solibacterales,96
Micropepsaceae,40
Subgroup 5,16
Vicinamibacterales,78
Planctomycetota,337
Lichtheimiaceae,9
Pedosphaerales,64
Obazoa,647
Fungi,576
uncultured Acidobacteriaceae bacterium,8
WPS-2,19
uncultured Conexibacteraceae bacterium,7
SC-I-84,15
Mucor lilianae,2
Solibacteraceae,96
Saccharimonadia,15
uncultured Alphaproteobacteria bacterium,50
Bryobacteraceae,80
Bacteroidota,85
uncultured soil bacterium,49
Thermoleophilia,183
uncultured planctomycete,48
Bryobacterales,80
Planctomycetes,278
Planctomycetales,23
Opisthokonta,647
Myxococcaceae,17
uncultured Planctomyces sp.,5
KD3-10,2
Bradyrhizobium,70
Elsterales,55
Hypocreaceae,8
JG30a-KF-32,17
Pyrinomonadaceae,11
Gemmata,11
Blastocatellia,16
Rickettsiales,71
Gemmataceae,157
Chthonomonadales,10
Triplonchida,4
Mitochondria,58
Nematoda,26
uncultured Rhodospirillaceae bacterium,6
Caulobacterales,39
Reyranella,4
BCP clade,66
Chthonomonadetes,10
Edaphobaculum,8
unidentified,4
uncultured delta proteobacterium,35
Chloroflexi,191
Mucorales,84
Chthonomonas,9
A21b,11
Bdellovibrionales,14
ADurb.Bin063-1,5
Ktedonobacterales,90
Gaiellales,86
Aquisphaera,11
Chitinophagaceae bacterium IBVUCB1,2
Pilaira,6
Cyanobacteria,73
Pedosphaeraceae,64
Caulobacteraceae,37
Reyranellales,4
uncultured eukaryote,25
uncultured fungus,37
Dikarya,452
uncultured gamma proteobacterium,17
Trichoderma atroviride IMI 206040,2
