Taxon,Count
Nodosilinea PCC-7104,2
Chlamydiales,52
Fibulobasidium murrhardtense,1
Agrobacterium radiobacter,2
Pezizales,11
Lysobacter sp. UKS-15,1
Candidatus Arcanobacter,1
uncultured Dunaliellaceae,2
Lachnospiraceae NK4A136 group,1
Enterococcaceae,6
Parvibaculales,3
Tundrisphaera,14
Parachlamydiaceae bacterium CRIB39,1
Acidiphilium,3
Pseudanabaenales,1
Candidatus Liberibacter asiaticus,1
Cladosporium sp. CBS 282.49,1
metal-contaminated soil clone K20-12,1
Sphingobium,1
Plantactinospora sp. BB1,1
Thermomonosporaceae,7
uncultured Acetobacteraceae bacterium,3
Bacillus pumilus,2
Promicromonosporaceae,1
Dothidea,2
bacterium enrichment culture clone auto45_4W,1
Lactobacillus ruminis,1
Phaeophleospora,1
Dicksoniaceae environmental sample,1
Spongomonas minima,1
uncultured prokaryote,2
uncultured alveolate,1
Simplicillium,1
Parcubacteria group bacterium GW2011_GWB1_42_6,1
Pochonia,1
Agaricostilbomycetes,3
Actinomyces sp. VUL4_3,1
Scheffersomyces coipomoensis,1
uncultured Acidothermaceae bacterium,1
Phialophora sp. 5H1-P3-P7-2,1
Streptomyces fulvissimus DSM 40593,1
bacterium enrichment culture clone auto187_4W,1
Campanula rotundifolia,1
uncultured Rubrobacteraceae bacterium,2
Sesamum indicum (sesame),1
Chryseolinea,2
Nakamurella,3
Litorilinea aerophila,1
Uruburuella,1
env.OPS 17,8
Polycystinea,2
Rhodospirillaceae,2
Petermannia cirrosa,1
Bistichella,1
Massilia alkalitolerans,1
Microbacteriaceae,16
Armatimonadia,5
Rigidomastix-like sp. (SA),1
Paraliobacillus,1
Sebacinales,1
Hypocreales sp. GMG_C1,1
Arsenophonus endosymbiont of Aphis sp.,2
Caldilineaceae,1
Clade II,3
Aquificae,1
Azospirillum sp. NS33,1
uncultured bacterium KF/GS-JG36-31,1
Mortierellales,17
Brevundimonas viscosa,1
RAD B,1
KF-JG30-B3,4
Glomeromycotina,4
Vitex agnus-castus,1
Salix integra,1
Cephaloticoccus,2
Mortierella,17
Solirubrobacter,12
Botryosphaeriaceae,1
Streptomyces venezuelae ATCC 10712,1
Lapillicoccus,1
Tarenaya hassleriana,2
Ramularia grevilleana,1
Candidatus Mesochlamydia,1
Microtrichales,16
Unknown Family,36
Streptomyces viridosporus,1
Filomicrobium insigne,1
uncultured Nannocystineae bacterium,1
Succinivibrio,1
Glomus,2
uncultured marine eukaryote,1
Actinocorallia,1
Puccinia purpurea,1
Bodomorpha minima,1
Rhabdochlamydiaceae bacterium NS3,1
Quinella ovalis (Quin's oval),1
Corynebacteriaceae,5
Tychonema CCAP 1459-11B,1
Conthreep,4
Microbacterium sp. CRRI-12,1
Penicillium steckii,1
Blautia sp. GD9,1
Devosia soli,1
Bacteriovoracaceae,1
Hydraena gracilis,1
uncultured Burkholderiaceae bacterium,1
Elusimicrobia bacterium RIFOXYD12_FULL_66_9,1
Euglyphida,5
Pseudoalteromonadaceae,1
Vertebrata,2
Protoperidinium,1
Phaeomoniella chlamydospora,1
Thelohanellus sp. KLT-2014,1
Oscillatoriaceae,1
Piskurozyma,2
Trimastix marina,1
Sarcoscyphaceae,1
Pueraria candollei var. mirifica,1
Metarhizium,11
uncultured Pseudonocardia sp.,1
Verpa,1
Synchytrium,1
Rhodotorula glutinis,1
uncultured Kofleriaceae bacterium,1
Actinoplanes utahensis,1
Lachnoclostridium,1
Conexibacter arvalis,1
Blepharisma americanum,1
NB1-j,1
Acidibacillus,1
Colletotrichum lindemuthianum,1
Lachancea,1
Hemicycliophora conida,1
PAUC26f,2
Circinella simplex,1
Kriegeriaceae,3
Glaziella aurantiaca,1
Candidatus Nostocoida acidiphila,1
Aureobasidium caulivorum,1
Erysipelatoclostridiaceae,1
Limnobacter,2
Phaseolus acutifolius (tepary bean),1
Chondromyces,1
soil bacterium WF55,1
uncultured sludge bacterium A9,1
Clostridiales,17
uncultured Rhodopila sp.,1
Pseudombrophila guldeniae,1
AKYG1722,1
Coniochaeta,3
Neoasaia,1
Fusarium oxysporum,2
