Taxon,Count
Boletellus shichianus,1
Leimonis erratica,1
Alkaliphilus,1
uncultured Pseudomonas sp.,1
Chlamydiae bacterium Ga0074140,1
Actiniaria,2
Craterocolla,1
Pedomicrobium,10
Rhodomicrobiaceae,1
uncultured Rubrobacterales bacterium,5
Aeromonas,1
uncultured sludge bacterium S47,1
Helicoon,1
Streptomyces scabiei,1
Streptomyces sp. IB 2014 I 74-2HS,1
uncultured eubacterium WD2108,1
Paramyrothecium roridum,1
Hyphomonas,1
Tetramitia,1
'Cucurbita moschata' witches'-broom phytoplasma,1
Streptomyces leeuwenhoekii,1
Streptococcus agalactiae SS1219,1
Caliciaceae,1
Spumella-like flagellate 1243,1
Pseudomonas syringae pv. pisi,1
Pinophyta,3
Bdellovibrionales bacterium GWC1_52_8,1
Methylocystis,1
Paenibacillus sp. FSL R5-0345,1
Bulgaria inquinans,1
Pseudorhizobium,1
uncultured Acanthobdellida sp.,1
Actinomadura sp. 172301,1
Oxytrichidae,1
Polychaeta,2
Desulfovibrionia,1
Magnetospirillaceae,1
Arsenophonus endosymbiont of Meccus mazzottii,1
Gymnophrys,1
Paenibacillus sp. PAMC 26516,1
Capsicum annuum,1
Moniezia benedeni,1
Catenulisporales,2
Bacillus safensis,1
Parachela,2
Exutisphaerella,1
Terrimicrobium sacchariphilum,1
bacterium enrichment culture clone heteroA74_4W,1
Phaeophyceae,1
uncultured crenarchaeote,6
Actinokineospora bangkokensis,1
Salpingoeca,1
Agrococcus pavilionensis RW1,1
Cellulomonas sp. Root137,1
proteobacterium Ellin181,1
uncultured Caulobacter sp.,2
Streptomyces sp. L196,1
Leptotrichiaceae,1
Salpingoeca oahu,1
Triticum urartu,1
Nitrobacter sp.,1
Tumebacillus sp. 7B-408,1
Torpedospora,1
Spongomonadida,1
bacterium Ellin335,1
Actinopolymorpha singaporensis,1
Placopsis,1
Exiguobacteraceae,2
Trichoderma reesei,2
Exiguobacterium,2
uncultured Chlamydiales bacterium,2
Conticribra weissflogiopsis,1
Niveispirillum,1
Dothideales,6
Nostocoida limicola III,1
Salix oreinoma,1
uncultured low G+C Gram-positive bacterium,1
Arthrobacter sp. Bma18,1
Glaciihabitans,1
Sulfuritalea,3
Sordaria macrospora k-hell,1
Tuberaceae,1
Phyllostictaceae,1
Paenibacillus sp. 6M45,1
uncultured endolithic bacterium,4
Streptomyces griseus,1
Nakamurella panacisegetis,1
Latescibacterota,3
Lichinomycetes,1
Saccamoeba sp. MSED6,1
Ectothiorhodospirales,1
Rhodococcus sp. HA73,1
Agromyces,2
Agromyces terreus,1
BSV26,1
Gibellula sp. BCMU GP01,1
bacterium Ellin503,1
Phytohabitans,1
Sulfurospirillum,2
Brevibacillus laterosporus,1
Teratosphaeriaceae,5
Propionibacteriales,22
Actinophytocola xinjiangensis,1
Prevotella,1
Aquipuribacter,2
Dermacoccaceae,1
Tuber,1
Neuroptera,1
[Bacillus] aminovorans,1
Verticillium nonalfalfae,1
Dothidea muelleri,1
Mycobacterium sp. GA-1285,1
Spumella,3
Agaricostilbales,1
Acidobacteria bacterium JGI 0001001-H03,1
Spirochaetia,5
Aquicella,8
Thalassobaculaceae,1
Verrucomicrobiales,1
Hyphomonas sp. CACIAM 19H1,1
Euzebyales,1
Omnitrophia,4
Brachybacterium aquaticum,1
Enhydrobacter sp.,1
uncultured Holophaga sp.,2
Omnitrophales,4
Legionella santicrucis,1
Phycisphaeraceae,6
uncultured Paenibacillaceae bacterium,1
Bacillus sp. SIT10,1
