Taxon,Count
Pseudomonas sp. In5,1
Pseudomonas veronii,2
Bacillus sp. 2BSG-LB-2,1
soil metagenome,1
Nitrosospira multiformis,1
Pseudomonas corrugata,1
Bacillus sp. XJT-7,1
bacterium JA11,1
Stenotrophomonas chelatiphaga,1
uncultured Cryobacterium sp.,1
Chryseobacterium sp. R-36517,1
Devosia sp. Leaf420,1
Pseudomonas sp. GB13,1
Pseudomonas sp. B12(2012),1
Paenibacillus sp. 11-1,1
Stenotrophomonas sp. QT28,1
Antarctic bacterium R-9113,1
Pseudomonas sp. B,1
Arctic bacterium NP27,1
Nitrobacter sp. Nb-311A,1
Serratia fonticola AU-P3(3),1
Bradyrhizobium sp. 4(2017),1
Pseudomonas sp. NC02,1
Pseudomonas sp. HC4-2,1
Bacteroidetes bacterium CH6i,1
uncultured sheep mite bacterium Welshpool 1,1
Brevibacillus brevis X23,1
Arthrobacter sp. K7SC-8B,1
Pseudomonas sp. Sn-16,1
Arthrobacter sp. V3,1
Pseudomonas coronafaciens pv. porri,1
Brevibacillus laterosporus GI-9,1
uncultured bacterium 253,1
Psychrobacillus lasiicapitis,1
Firmicutes bacterium K3,1
uncultured Sarcosomataceae,1
Rhizobium sp. MN2-11,1
Pseudomonas panacis,1
Ewingella americana ATCC 33852,1
Serratia sp. 3ACOL1,1
bacterium CAT1,1
Herbaspirillum sp. G8A1,1
