Taxon,Count
Gemmatimonadetes,63
Clavulicium,4
Actinobacteriota,580
Eukaryota,698
Steroidobacter,2
Abditibacteriota,3
Mucoromycota,89
Archaeplastida,94
uncultured Dikarya,8
Abditibacterium,3
fungal sp.,10
Frankiaceae,19
Saccharimonadales,27
metagenome,330
Streptococcus pneumoniae,7
Acetobacteraceae,45
Pyrinomonadales,12
Tricholoma matsutake,3
Rhizobiales,302
Trichoderma koningii,3
Lecanicillium sp. CCF 5201,2
Mucor irregularis,2
Leotiomycetes,42
Blastocatellia,25
Polyangiaceae,42
Parengyodontium,5
Pseudogymnoascus,10
Bryobacter,80
Bacteria,3947
Mortierellomycotina,21
Trichoderma,21
Lactobacillales,36
Incertae Sedis,113
Candidatus Solibacter,106
Agaricales,43
IMCC26256,47
uncultured actinobacterium,24
Acidimicrobiia,83
WPS-2,20
uncultured Verrucomicrobia subdivision 3 bacterium,3
uncultured,1027
Fusarium mangiferae,2
unidentified,3
Firmicutes,189
A21b,5
Conexibacter,52
Subgroup 13,6
Basidiomycota,126
Beijerinckiaceae,45
Bryobacteraceae,80
Sericytochromatia,2
bacterium enrichment culture clone auto142_4W,2
Chloroplastida,94
Micropepsales,52
Mitochondria,55
Ktedonobacteraceae,51
Pedosphaerales,71
Charophyta,86
uncultured Bradyrhizobium sp.,4
Nitrosomonadaceae,11
Micromonospora,7
Proteobacteria,962
Verrucomicrobiota,315
uncultured Verrucomicrobia bacterium,37
Gemmatimonadota,64
Micropepsaceae,52
Gemmatimonadaceae,63
uncultured Alphaproteobacteria bacterium,38
Puia,25
Gaiellales,68
Acidipila,14
Agaricomycotina,111
Afipia,4
Yersiniaceae,5
Fusarium,23
Candidatus Udaeobacter,104
67-14,22
Actinobacteria,319
CPla-3 termite group,5
Bdellovibrio,10
Rhodospirillales,13
Abditibacteriales,3
Haliangiales,80
WD260,36
uncultured Burkholderiales bacterium,4
Agaricomycetes,93
Pajaroellobacter,33
uncultured bacterium,1983
Steroidobacteraceae,2
Devosia,4
Gemmatimonas,31
Cortinarius,5
Magnoliophyta,76
Comamonadaceae,25
Polyporales sp.,2
Phanerochaetaceae,3
Dikarya,366
Ambomucor,2
Mortierellaceae,19
Spermatophyta,79
Caulobacteraceae,35
uncultured Gemmatimonadales bacterium,2
