Taxon,Count
vadinHA49,5
Subgroup 7,3
Albirhodobacter,7
Holophagae,6
Marinobacter,49
uncultured Candidatus Saccharibacteria bacterium,9
Vermiphilaceae,12
Pyrinomonadaceae,9
Puniceibacterium antarcticum,2
Rhodovastum,11
uncultured Bacteroidetes bacterium,28
Kineosporiaceae,31
Marinomonas sp. M6-20A,2
Planococcaceae,54
Marinomonas spartinae,2
Lihuaxuella thermophila,2
Nitrospira,28
uncultured fungus,15
Aeromicrobium sp. LCK-2009.1,2
uncultured Sphingobacteriales bacterium,5
Pseudolabrys sp. A1-981,2
Mucoromycota,12
Pseudomonas orientalis,8
Serratia fonticola,3
Photobacterium,5
Polyangiales,53
Chloroflexia,66
Acidobacteriaceae (Subgroup 1),12
Pseudomonas costantinii,3
Chthoniobacterales,83
Serratia marcescens,2
Oligoflexia,27
Shewanella sp. ML-S3,2
Cryptomycota,19
Kinetoplastea,9
Puia,4
Pseudomonadaceae,476
Pseudarthrobacter siccitolerans,2
uncultured Devosia sp.,5
Geosmithia,2
Bdellovibrionota,56
Luteolibacter,20
Shewanella baltica BA175,5
Micrococcus luteus,6
Paenibacillaceae,65
Neonectria lugdunensis,2
Chitinophagales,128
Saccharimonadia,73
Solirubrobacter,43
Cryobacterium sp. ZS1-15,2
Nitrospiraceae,28
Leucobacter,7
Pedosphaera,2
Ellin517,7
uncultured Oceanospirillales bacterium HF4000_13G19,2
Georgenia,22
OM190,7
Nitrincolaceae,5
Bacillaceae,73
Subsaxibacter sediminis,2
Thiobacillus,3
CCD24,3
TRA3-20,18
Charophyta,63
Altererythrobacter,21
Pseudomonas sp. 31-12,2
Methylotenera,2
Thiomicrospiraceae,5
Pseudomonadaceae bacterium Gu-R-28,2
Legionella,20
Tomitella biformata AHU 1821,2
uncultured Rhodanobacter sp.,6
Rhodanobacter sp. A2-59,2
Sideroxydans,4
Cephaloticoccus,5
KD4-96,47
Actimicrobium,4
Rubellimicrobium,2
Parabodonida,8
Shewanella baltica OS185,11
AKYH767,8
Paenibacillus sp. VT-400,2
Gemmatimonas,37
Demequina,14
Sporichthyaceae,18
Tetrachaetum,2
Discicristata,11
Rhodanobacter sp. DCY112,2
Bacteroidota,392
Paenibacillales,65
Marinomonas sp. S3-34,2
Bradyrhizobium,37
uncultured Frankineae bacterium,3
uncultured Alcanivorax sp.,3
Pseudomonas fluorescens SBW25,2
JTB23,4
Actinobacteriota,1562
Dyella,17
Rhodanobacter glycinis,2
Xanthomonadales,202
Magnetospiraceae,6
Lactobacillales,29
Euglenozoa,9
Kaistia,7
Confluentibacter,3
Blastocatellaceae,17
Galbitalea,12
Propionibacteriales,219
Paenibacillus,64
Rhodovastum atsumiense,3
Roseobacter sp. ARCTIC-P4,2
Luteibacter,7
Pseudomonas mandelii,8
Anoxybacillus,3
Gaiellales,63
Diplorickettsiales,22
Georgenia ruanii,2
Solibacteraceae,12
Pseudomonas sp. ATCC PTA-122608,2
Bauldia,37
Microtrichales,90
Legionellaceae,20
uncultured Chloroflexi bacterium,28
Aequorivita,2
Gemmatimonadetes,153
Luteimonas,13
Pelagibacterium sp.,2
Snuella,2
SBR1031,29
Myrothecium,11
Pseudomonas marginalis,5
Micropepsaceae,24
Chloroplastida,114
Bacteria,7185
Polaromonas sp. OV174,2
Rhizobacter,31
Alcanivorax dieselolei,3
Acidothermaceae,16
Puniceibacterium,6
Bradyrhizobium sp.,4
Maribacter,6
JCM 18997,5
Unknown Family,55
JGI 0001001-H03,8
NS9 marine group,14
Pirellula sp.,3
Gaetbulibacter lutimaris,2
Cellulophaga,2
Streptococcus,9
Pseudohongiellaceae,8
Dickeya chrysanthemi,2
Pseudomonas grimontii,2
uncultured Spartobacteria bacterium,3
Trichoderma,2
Phycicoccus,16
Yersiniaceae,39
Actinobacteria,1168
Metakinetoplastina,9
Salinibacterium sp. KJF1-15,2
Tomitella,6
Corynebacteriales,146
Phycicoccus sp. S23422,2
Holozoa,39
Myxococcaceae,3
WD2101 soil group,42
Nitrospirales,28
Shewanellaceae,373
Incertae Sedis,67
Pirellulales,99
Rhodanobacter sp. OK091,2
Anaerolineae,55
Armatimonadota,6
Flavobacterium,11
Caulobacterales,53
Myxococcales,4
Alcanivorax marinus,3
Corynebacteriales Incertae Sedis,6
