Taxon,Count
1-20,1
Spiroplasma citri,1
Actinoplanes sp.,2
Kribbella,5
Hylemonella,1
Taenia martis,1
Leucobacter sp. WW-RP18,1
uncultured Chlamydiales bacterium,2
Leeia,1
Trichosporonaceae,1
Clavibacter,3
bacterium ARb09,1
Leifsonia sp. PDD-23b-16,1
Cryobacterium sp. 4P_B2_3CS2014,1
Tistrella,1
Omnitrophaceae,3
Aeromicrobium sp. A1-2,1
Pseudomonas sp. PASS-camb,1
Anaerococcus,2
Cryomonadida,1
Conoideocrella,1
Croceicoccus,1
Calocera viscosa,1
Marinobacter sp. BG07,1
Halieaceae,2
Aquibacter,2
Salinicola,4
Chthoniobacter,4
uncultured Owenweeksia sp.,1
Psychodiella,1
Tropicibacter,1
Xiphinematobacteraceae,2
Ulvophyceae,3
Marinimicrobium,1
Dechloromonas,1
Suessiaceae,2
Limnochordia,2
Ichthyosporea,2
Micrococcus sp. LH-Ka2,1
Paeniglutamicibacter,1
Plantactinospora,3
MAST-2,1
Mycobacterium sp. FI 1033,1
Longivirga,1
Terrabacter sp. Root181,1
Rothia koreensis,1
Lobomonas francei,1
Saccharomycetes,1
Arthrobacter alpinus,2
Microgenomatia,14
beta proteobacterium 224,1
Bordetella pertussis,1
Salinibacterium sp. KJF1-8,1
Taraxacum officinale,1
Salvatoria clavata,1
Parachlamydiaceae bacterium HS-T3,1
Nocardioides sp. MK04,1
Xylariales,5
Neochlamydia sp. EPS4,1
uncultured Thaumatomonadida,1
uncultured Holophaga sp.,2
Spirotrichea,11
Curtobacterium,3
Actinoplanes sp. G31,1
Polaribacter pacificus,1
bacterium enrichment culture clone auto173_4W,1
Rhynchosporium secalis (leaf blotch of barley),1
Mycosphaerella mycopappi,1
Bacillus sp. mkj-4,1
Lysobacter soli,1
Acinetobacter sp. 178,1
Cucumis sativus (cucumber),1
Pseudomonas libanensis,1
Amnibacterium,1
Paramoebidium,2
Methanosarcinia,5
Gillisia sp. SS10.34,1
Fibrocapsa,1
Nocturama novamundensis,1
Bergeyella sp. AF14,1
Pseudomonas sp. PD 21,1
Rhodococcus tukisamuensis,1
Mycobacterium elephantis,1
Apiosporaceae,1
Lobosea sp. Mb_5C,1
Nocardioides sp. MSL 16,1
Thylakogaster sp. JW-2004,1
Leifsonia sp. CL147,1
Maxillopoda,1
Cellulomonas sp. Leaf395,1
Malasseziales,1
Agaricales,1
Candidatus Protochlamydia amoebophila UWE25,1
Methylibium sp. CF059,1
Intrasporangium oryzae NRRL B-24470,1
