Taxon,Count
Shewanella sp. Raj-4,1
Pseudomonas sp. B12(2012),1
Pseudosporangium ferrugineum,1
Pseudomonas sp. G10(2012),1
Bacillus sp. K22-25,1
Nocardioides sp. Root79,1
Dyella ginsengisoli LA-4,1
Serratia sp. 9A_5,1
Paracoccus sp. AB307d,1
Pseudomonas veronii 1YdBTEX2,1
Shewanella sp. 135Z-7,1
Shewanella sp. ES-14,1
Tamlana,1
Bacillus sp. DB60(2010),1
Pantoea sp. CS28,1
Nocardioides sp. CNJ892 PL04,1
Pseudomonas sp. SMs18,1
Pseudomonas sp. Q-6,1
Micromonospora sp. RP-AC27,1
Shewanella sp. BSs20041,1
Gillisia sp. ZS4-6,1
metal-contaminated soil clone K20-27,1
Pseudomonas ficuserectae,1
Hafnia sp. NP33,1
Shewanella sp. BSi20601,1
Lelliottia amnigena,1
Klebsiella sp. KV-3,1
Paenibacillus sp.,1
Shewanella sp. WE21,3
Shewanella sp. bk_8,1
Antarctic bacterium R-9113,1
Shewanella sp. KJF3-15,1
Bradyrhizobium japonicum,1
Shewanella sp. SIC1,1
Paenibacillus sp. AD87,1
Pseudomonas sp. BTs10022,1
Pseudomonas sp. Ara7,1
Pseudomonas sp. B13(2012),1
Shewanella sp. 156,1
Rhodanobacter fulvus Jip2,1
Lampropedia cohaerens,1
Pseudomonas sp. 12A_16,1
Paenibacillus sp. B17a,1
Antarctic bacterium R-12605,1
Shewanella sp. CR07-Gly1,1
Marisediminicola sp. TMT1-29,1
Shewanella sp. Sl41,1
Shewanella sp. XH9,1
Marinomonas sp. 146Z8-1,1
arsenic resistant soil bacterium 7-03,1
Tellurimicrobium,1
actinobacterium ANT9067,1
Shewanella sp. BSw10008,1
uncultured Nitrobacter sp.,1
Stenotrophomonas rhizophila,1
Lineage IIb,1
Paenibacillus sp. HNI110,1
Dyella sp. OK004,1
uncultured Methylocystaceae bacterium,1
Cellulophaga sp. E6(2014),1
OM27 clade,1
Pseudomonas yamanorum,2
Pseudomonas sp. A25(2017),1
Maribacter aquivivus,1
Shewanella sp. BSs20051,1
Marinomonas sp. BSs20040,1
Rhodanobacter sp. Soil772,1
Pectobacterium parmentieri,1
Leptothrix,1
Marinomonas sp. NJ548,1
Pseudomonas sp. G1013,1
Pseudomonas sp. EC-V30-5,1
Shewanella sp. ARCTIC-P25,1
Pseudomonas sp. EC-V20-9,1
Rathayibacter sp. Leaf294,1
uncultured Oceanospirillales bacterium HF0070_21F08,1
Epichloe hybrida,1
Nitrosospira sp. Ka3,1
Pseudomonas sp. 2PM9,1
Algoriphagus ratkowskyi,1
Shewanella sp. 132Z-25,1
Pseudomonas sp. TPD15,1
Salinisphaerales,1
Alcanivorax sp. BI06,1
Shewanella sp. JL-56,1
Pseudomonas sp. PF3M5,1
Marinobacter salarius,1
Shewanella bicestrii,1
Shewanella sp. SN_34,1
Marinobacterium profundum,1
Sphingomonas sp. MN2-5,1
Marinomonas sp. BSw10506,1
Marinobacter lipolyticus SM19,1
Kushneria marisflavi,1
bacterium R24,1
Pseudomonas sp. XJ-2,1
Pseudomonas sp. HC4-2,1
Pseudomonas sp. EC-V30-2,1
Flavobacteriaceae bacterium 'BSD RB 42',1
Shewanella sp. BSs20006,1
Klebsiella aerogenes,1
Pseudomonas fluorescens NCIMB 11764,1
Shewanella sp. FS13-6,1
Oceanococcus,1
Flavobacterium sp. KJF4-15,1
Lysinibacillus sphaericus,1
Pseudomonas sp. BIHB 751,1
Salinibacterium sp. KJF8-7,1
Shewanella sp. TP4,1
Nitrobacter sp. Nb-311A,1
Ellin516,1
bacterium E1-28,1
Bacillus sp. 2BSG-R2A-9,1
Pseudomonas sp. 219(121zx),1
Pseudomonas syringae pv. maculicola,1
bacterium 46(2010b),1
uncultured Ohtaekwangia sp.,1
Enterobacter sp. LY2W,1
Pseudomonas sp. HC1-8,1
Citrobacter,1
Marinomonas sp. BSi20304,1
bacterium #WM-B29,1
Shewanella sp. X-a11,1
Shewanella sp. BSi20496,1
Pseudomonas sp. UA-JF2906,1
Marinomonas protea,1
Shewanella sp. BSw20020,1
Rhodobacter sp. AB407d,1
Pseudomonas sp. FSL W5-0299,1
unidentified B1,1
Pseudomonas sp. Bca55,1
Pantoea sp. CFSAN033090,1
alpha proteobacterium DG1252,1
Pseudomonas sp. 4-43,1
Enterobacter sp. PIC15,1
Pseudomonas taeanensis,1
Tamlana sedimentorum,1
Pseudomonas fluorescens ABAC62,1
Shewanella oneidensis MR-1,1
Luteibacter sp.,1
Aeromicrobium sp. DR8,1
Shewanella sp. LHB20,1
NS11-12 marine group,2
Shewanella sp. XH5,1
Pseudomonas sp. B3039(2015),1
Rhodanobacter sp. C03,1
Thalassococcus sp.,1
Mycobacterium hiberniae,1
Bradyrhizobium sp. S23321,1
Exiguobacterium aurantiacum,1
Erwinia billingiae,1
Aeromonas salmonicida subsp. achromogenes AS03,1
Pseudomonas sp. L50,1
Elusimicrobia,1
Flavobacterium sp. enrichment culture clone BF64A_C59,1
Pseudomonas sp. S1E40,1
bacterium enrichment culture clone auto142_4W,1
Marinobacter flavimaris,1
Enterobacter kobei,1
Pseudomonas sp. G1219,1
Pseudomonas simiae,1
Agreia,1
Phytobacter ursingii,1
Mycobacterium sp. CSTy-8.29,1
Candidatus Dependentiae bacterium (ex Spumella elongata CCAP 955/1),1
Changchengzhania,1
Shewanella profunda,1
uncultured Sarcosomataceae,1
uncultured Polyangiaceae bacterium,1
Solimonadaceae,1
Falsibacillus,2
Kluyvera,2
Pseudomonas sp. 37 R 15,1
Marinomonas communis,1
agricultural soil bacterium SC-I-88,1
Paenibacillus sp. PA226,1
Hydrogenophaga sp. FS13-2,1
Arthrobacter sp. Tibet-YD4524-7,1
Pseudomonas sp. DSP-S12,1
Raoultella terrigena,3
Shewanella sp. #22,1
Aridibacter,1
Rhodanobacter sp. NP47,1
uncultured Oceanospirillales bacterium,2
'Shewanella arctica' Qoura et al. 2014,1
Pseudomonas sp. SP2(2012),1
Pseudomonas sp. 6A1,1
Shewanella sp. ES-5,1
Pseudomonas sp. SOD-104,1
Pseudomonas sp. UYFA249,1
Rahnella sp. ERMR1:05,2
Kaistia sp. SSL12,1
Pseudomonas proteolytica,1
Pseudomonas sp. 63,1
Shewanella baltica OS678,5
Yokenella,1
Shewanella sp. 146Z6-1,1
Shewanella sp. GA-22,1
uncultured Coxiellaceae bacterium,1
Gordonia paraffinivorans NBRC 108238,1
Lampropedia,1
Leucobacter sp. enrichment culture clone B2-9,1
Shewanella sp. KJF10-15,1
Pseudomonas sp. Dzb1(2013),1
Shewanella sp. BSs20059,1
uncultured Rahnella sp.,1
Marinomonas sp. BSi20583,1
Pseudomonas sp. Lc10-2,1
Marinomonas sp. S11-S-3,1
Salix integra,1
Thiohalorhabdales,1
Marinomonas sp. ice-oil-472,1
marine arctic deep-sea bacterium FE8,1
Pseudomonas sp. NBFPLCH_RAS213,1
Shewanella sp. BSi20550,1
bacterium Ellin504,1
Sphingorhabdus flavimaris,1
Marinomonas sp. S11-S-4,1
Pseudomonas sp. B23(2012),1
Pseudomonas sp. GB13,1
Pseudomonas sp. S6.3,1
uncultured Caulobacteraceae bacterium,1
Neonectria,1
uncultured rape rhizosphere bacterium wr0199,1
Thiohalorhabdaceae,1
Rhodanobacter sp. C01,1
Gelidibacter sp. 'BSD S2 05',1
