Taxon,Count
Galbitalea,8
Ideonella sp.,3
Diplorickettsiales,22
Pseudomonas putida,4
Mucoromycotina,52
Sebacinaceae,5
Boeremia exigua var. exigua,3
Mucor hiemalis,2
Methylomirabilota,15
Mortierellomycotina,47
Paenibacillus sp.,8
Ammopiptanthus mongolicus,12
Agaricaceae,5
uncultured,1135
uncultured Acidobacteriales bacterium,3
Nematoda,14
Sandaracinus,2
Bacillus mycoides,10
Rahnella aquatilis,3
Pedosphaera,2
Kineosporiales,21
Holophagae,17
Phragmoplastophyta,127
Ascochyta,6
Cryptococcus neoformans var. neoformans B-3501A,2
Neochlamydia,9
uncultured Rahnella sp.,2
Inquilinaceae,9
uncultured soil bacterium,66
Rokubacteriales,15
Acidimicrobiia,126
AAP99,3
uncultured fungus,35
Umbelopsidaceae,5
Candidatus Zambryskibacteria,5
Pajaroellobacter,24
Pectobacterium atrosepticum,3
uncultured Hyphomicrobiaceae bacterium,11
Bdellovibrionales,10
Caulobacter,5
Gammaproteobacteria,935
Pycnora sorophora,2
Paenibacillus xylanilyticus,3
Rhodospirillales,20
WPS-2,11
Solibacteraceae,76
Saccharimonadia,29
uncultured Acidobacteria bacterium,182
Amb-16S-1323,2
Sphingosinicella sp.,2
Koribacteraceae,19
Vermiphilaceae,9
Nicotiana tabacum (common tobacco),5
Pueraria candollei var. mirifica,2
Thermoleophilia,242
Ascomycota,215
Paenibacillus sp. OK076,2
Vicinamibacteraceae,10
Polyporales,14
Rhizobacter,18
Micromonospora,38
Luteibacter sp. AR20-92,2
Pseudogymnoascus,6
Microtrichaceae,9
Paracaedibacteraceae,2
Pseudomonas,374
vadinHA49,6
Mortierella verticillata,3
Paracaedibacterales,2
Subgroup 7,16
Cortinarius,2
Ktedonobacteraceae,27
Micromonospora rifamycinica,3
Frankiaceae,45
Paenibacillus sp. FSL R5-0345,7
Opisthokonta,556
Helotiaceae,9
Polyangiaceae,40
uncultured bacterium 270,2
Rhodoplanes,19
Pseudomonas putida B6-2,2
Macrolepiota,2
uncultured Dokdonella sp.,5
Inquilinus,9
Paenibacillus glacialis,8
Chitinophagales,118
Acidisoma,3
Mycobacterium,126
S-BQ2-57 soil group,7
Chthonomonadetes,5
Leotiomycetes,47
Babeliales,24
Rhizomicrobium sp. SCGC AG-212-E05,2
Labrys,3
CPla-3 termite group,6
Bacillus senegalensis,2
Bradyrhizobium sp.,9
Paenibacillus sp. JAM-FM3101,2
Russula,7
Ipomoea nil (Japanese morning glory),2
uncultured Bacillaceae bacterium,5
Saccharimonadales,29
Mortierellaceae,44
AKYH767,4
Haliangiaceae,78
Dothideomycetes,58
Animalia,58
Microgenomatia,18
Acidothermaceae,55
Acidibacter,21
Anaerolineae,19
Hypocreales,28
Chthoniobacterales,132
Umbelopsidales,5
Paenibacillus tundrae,3
BCP clade,58
Bacillus salsus,2
RB41,23
Candidatus Xiphinematobacter,20
Bacillus soli NBRC 102451,2
Parachlamydiaceae,19
Crossiella,2
Chlamydiae,32
Salix interior,2
Micromonosporaceae,168
Pseudomonas filiscindens,2
Chthonomonas,5
Oxytricha longigranulosa,2
Rhizobium genosp. AK,2
BIrii41,12
Bryobacterales,71
Thiomicrospirales,4
URHD0088,11
Subgroup 5,5
Candidatus Kaiserbacteria,16
Aquicella,8
Rhizobiales Incertae Sedis,6
Paenibacillus macquariensis subsp. defensor,2
Verrucomicrobiota,252
Mucilaginibacter,46
Anaeromyxobacter,5
Caulobacteraceae,49
Comamonadaceae,60
Afipia sp. GAS231,2
Ellin517,6
Mycobacterium insubricum,3
Macrolepiota procera,2
Sordariomycetes,45
Methylomirabilia,15
Anaerolineales,8
Desulfobacterota,20
Rhodanobacteraceae,43
Gemmataceae,105
unidentified,11
Propionibacteriales,33
Enterobacterales,93
Bacillus butanolivorans,2
