Taxon,Count
bacterium Ellin314,1
bacterium enrichment culture clone auto112_4W,1
Rugosimonospora,1
Serratia sp. Leaf50,1
Shewanella livingstonensis,1
Marinomonadaceae,2
Paenibacillus sp. MAEPY1,1
S32,1
Mesorhizobium sp. CCANP96,1
Schizophyllum,1
uncultured Caulobacteraceae bacterium,2
Phenylobacterium sp. P-28,1
Neochlamydia sp. S13,1
Pseudomonas sp. ps10-15,1
Burkholderia sp. BL10 I2R1,1
Shewanellaceae,3
Pseudomonas sp. Leaf15,1
Bradyrhizobium yuanmingense,1
Bacillus sp. 7B-635,1
Pseudomonas sp. ps4-12,1
gamma proteobacterium B14,1
Bradyrhizobium oligotrophicum S58,1
Bradyrhizobium sp. CCGE-LA001,1
FCPU426,1
Ursidibacter,1
bacterium Ellin5058,1
Bacillus sp. PG-2010-26,1
Asticcacaulis,1
uncultured alpha proteobacterium HF0070_34A12,1
Pseudomonas sp. Eur1 9.41,1
Phenylobacterium sp.,1
Rhizobium sp. Alm-1,1
Rahnella aquatilis HX2,1
Paenibacillus sp. Ch380,1
Gynostemma pubescens,1
Pseudomonas koreensis,1
Streptomyces sp. S5.TSA.009,1
YM,1
Pseudomonas fluorescens NCIMB 11764,1
Caulobacter vibrioides,1
bacterium J25,1
Pseudomonas sp. V6,1
Viridibacillus sp. SS-2009-PN4,1
Pseudomonas sp. 37(2015),1
Bacillus cereus HuA2-9,1
Polaromonas,1
Uliginosibacterium,1
Pseudomonas sp. BIM B-147,1
Bacillus sp. SGE74(2010),1
Pelargonium quercetorum,1
Bdellovibrionales bacterium GWC1_52_8,1
uncultured bacterium Ak20-3,1
Paenibacillus sp. HA48,1
Noviherbaspirillum,1
Shewanella,3
Cuphophyllus flavipes,1
Pseudomonas gessardii,2
Pseudomonas sp. NS1(2017),1
Pseudomonas chengduensis,1
uncultured eubacterium WD231,1
Pseudomonas chlororaphis subsp. aurantiaca,1
Pseudomonas sp. NZ108,1
Xanthobacteraceae bacterium,1
Curvibacter sp. W2.09-301r,1
Pseudomonas sp. ED5(2012),1
Pseudomonas sp. S10724,1
Mycosphaerella mycopappi,1
Pseudomonas sp. PSB1,1
Enchodelus sp. JH-2004,1
bacterium Ellin7505,1
Afipia sp. A1-979,1
P3OB-51,1
Pseudomonas sp. HX32,1
Pseudomonas sp. B332,1
Pseudomonas synxantha BG33R,1
Bacillus sp. DB14387,1
Bradyrhizobium sp. cf659,1
Paenibacillus endophyticus,1
Pseudomonas sp. WHAS2,1
Umbelopsis isabellina,1
uncultured cyanobacterium,1
Bradyrhizobium sp. 175LB2PYPT,1
ADurb.Bin063-1,1
Cortinarius violaceus,1
Mucilaginibacter myungsuensis,1
Pseudomonas costantinii,1
Pseudomonas weihenstephanensis,1
Pseudomonas sp. MLB-6,1
Oryzihumus,1
Pseudomonas sp. B10,1
Streptomyces variegatus,1
Curvibacter,1
Mesorhizobium sp. STM 9318,1
Paenibacillus sp. AS-91,1
Chondromyces robustus,1
Acidobacteriaceae bacterium KBS89,1
Rhizobacter sp. Root29,1
Pseudomonas sp. IARI-SWC 1,1
Euphorbia esula (leafy spurge),1
Bacillus pseudomycoides,1
Pseudomonas sp. GM48,1
Pseudomonas sp. DSM 29164,1
Pantoea agglomerans,1
Flacourtia jangomas,1
Pseudomonas sp. PR4-5,1
Roseobacter clade NAC11-7 lineage,1
Burkholderiales bacterium JGI 0001003-L21,1
Bradyrhizobium sp. T93,1
Mucilaginibacter sp.,1
Ursidibacter arcticus,1
Pseudomonas sp. F2-12-15-1zhy,1
Paenibacillus sp. MME1_T4,1
Pseudomonas coronafaciens pv. oryzae str. 1_6,1
Pseudomonas sp. F8,1
Mycobacterium sp. 1274756.6,1
soil DNB bacterium G14127,1
Paenibacillus sp. SG3,1
Bacillus sp. R-66633,1
Xylocarpus granatum,1
Hafnia sp. HC4-4,1
Mucilaginibacter sp. PPCGB 2223,1
Agaricus bisporus var. bisporus H97,1
Planomicrobium sp. A11(2011),1
Marinomonas sp. NJ522,1
Klebsiella aerogenes,1
Nocardioides aquaticus,1
Bacillaceae bacterium AM5(2012),1
Marinomonas,2
Pseudomonas sp. P.f-9103,1
Schizophyllum commune,1
bacterium Ellin5285,1
Pseudomonas sp. B8,1
Canotia holacantha,1
Bacillus sp. FF4,1
Pseudomonas sp. SN_41,1
Pseudomonas sp. RIT-PI-r,1
uncultured Verrucomicrobia subdivision 3 bacterium,1
Pseudomonas sp. G-2-1-1,1
Schizophyllaceae,1
