Taxon,Count
Vicinamibacteria,58
Hypochthonius rufulus,2
Sphingobacteriales,47
Candidatus Kaiserbacteria,26
Alveolata,33
Arthropoda,23
Actinobacteriota,757
Photobacterium,2
Vishniacozyma victoriae,2
Omnitrophales,11
Hypocreales,37
Tepidisphaerales,59
Vicinamibacterales,58
Lacunisphaera,8
Bradyrhizobium,25
S-BQ2-57 soil group,9
Fungi,783
Intramacronucleata,17
Ciliophora,17
Bacteroidia,144
Conexibacter,56
Rhizomicrobium sp. SCGC AG-212-E05,2
Omnitrophaceae,9
Agaricomycotina,115
Proteobacteria,1359
Caulobacterales,43
Verrucomicrobiae,216
Helotiales,60
Solirubrobacteraceae,83
Paenibacillus,61
Chitinophagales,72
Serratia marcescens,9
Pedosphaerales,73
Pseudomonas,38
Ecdysozoa,29
Micropepsaceae,93
Chthoniobacterales,69
Jatrophihabitans endophyticus,2
Bacteroidota,155
Cyanobacteria,48
Subgroup 13,7
Bdellovibrio,7
Trichoderma sp. H09,2
Gaiellales,101
uncultured beta proteobacterium,12
Omnitrophia,11
Reyranellaceae,10
Pedosphaeraceae,73
Archaeplastida,109
Myroides,2
Acidobacteriaceae (Subgroup 1),127
Mortierellaceae,49
Saccharomycotina,165
Chloroplast,30
Eukaryota,1089
Kiritimatiellae,4
Myroides odoratimimus CCUG 12700,2
Gammaproteobacteria Incertae Sedis,18
uncultured forest soil bacterium,36
gamma proteobacterium WG36,2
Opitutales,42
Jatrophihabitans sp.,3
Roseisolibacter,7
uncultured Pseudolabrys sp.,4
Frankiales,147
Propionibacteriales,30
Staphylococcales,10
Nadsonia starkeyi-henricii,2
Bilateria,52
SBR1031,9
Flavobacteriaceae,4
metagenome,428
Acidobacteriae,437
Enterobacteriaceae,99
Occallatibacter,31
Haliangiaceae,69
Legionellales,20
Polyangiales,53
Alphaproteobacteria,639
Cyanobacteriia,43
Bradyrhizobium lablabi,2
LWQ8,18
Solibacteraceae,41
WD2101 soil group,48
Bryobacterales,94
Insecta,14
Thelebolus,3
Cantharellales,6
Pseudarthrobacter,24
Reyranellales,10
Anaerolineae,12
Pirellulales,38
uncultured Alphaproteobacteria bacterium,51
Ellin6067,6
Rhodanobacteraceae,38
Gossypium barbadense (sea-island cotton),5
Triticum aestivum (bread wheat),6
Gemmatales,57
Haliangium,69
Metazoa,60
Sphingobacteriaceae,29
Chloroplastida,107
Bryobacter,94
SAR,108
Actinobacteria,390
Solibacterales,41
A21b,13
Vishniacozyma,16
Polyangiaceae,32
Nucletmycea,787
Kapabacteria,9
Chujaibacter,11
Thelebolales,12
uncultured Chloroflexi bacterium,16
Pseudomonas syringae pv. pisi,2
Vibrionales,6
Pterygota,14
Serratia sp. 233,2
Rahnella1,49
Opitutaceae,38
Gammaproteobacteria,720
Vicinamibacteraceae,5
uncultured Verrucomicrobia bacterium,24
Micrococcales,116
Pseudomonadaceae,38
Sordariomycetes,69
uncultured,1057
Candidatus Solibacter,41
Oryzihumus,2
Elusimicrobiota,39
Leotiomycetes,106
uncultured Steroidobacter sp.,2
Serratia symbiotica,6
Acidimicrobiia,152
Acidothermaceae,73
Chthonomonas,9
Pseudogymnoascus,16
Shewanellaceae,5
JG30-KF-CM66,11
Klebsiella,27
Amorphea,860
Burkholderiales,90
Oligoflexia,21
Vibrionaceae,6
Rhodanobacter,14
zygomycete sp. AM-2008a,5
Chloroflexi,127
Dokdonella,6
uncultured Gemmatimonadales bacterium,2
Lineage IV,7
Hafnia paralvei,3
Planctomycetes,138
Helotiaceae,17
bacterium Ellin5091,2
Bacteria,4675
Thiomicrospirales,5
Obazoa,852
Planctomycetota,214
Tracheophyta,88
Spirotrichea,7
Intrasporangiaceae,9
Frankiaceae,47
uncultured Opitutus sp.,2
Nitrospirota,13
Enterococcus,8
bacterium enrichment culture clone auto173_4W,2
Chthoniobacteraceae,62
Candelariales,3
uncultured proteobacterium,22
Dikarya,673
Hafnia-Obesumbacterium,12
Pycnora sorophora,2
Ascomycota,490
Escherichia-Shigella,32
Hemiptera,3
Saccharomycetales,165
Enterococcus durans,5
Incertae Sedis,179
Leotiomyceta Incertae Sedis,3
Stereopsis globosa,5
BCP clade,54
uncultured Parcubacteria group bacterium,4
Pycnoraceae,3
uncultured planctomycete,30
Jatrophihabitans,44
Paenibacillus lactis,2
Chthoniobacter,20
Capnodiales,36
uncultured Eimeriidae,15
uncultured Ascomycota,6
IMCC26256,66
0319-6G20,19
Mortierella alpina,4
Pirellulaceae,38
Serratia,139
Puia,11
Phycisphaerae,63
Holozoa,65
Granulicella,36
Candidatus Udaeobacter,41
Xanthobacteraceae,117
Spermatophyta,83
KD4-96,36
Armatimonadota,24
Embryophyta,91
Alteromonadales,9
Sorangium,4
JG36-TzT-191,10
KD3-93,3
Staphylococcaceae,9
Mucoromycota,71
Subgroup 2,100
Patescibacteria,228
Elusimicrobia bacterium RIFOXYD12_FULL_66_9,2
Mortierella,49
Mucilaginibacter,28
Agaricomycetes,49
Enterococcaceae,8
Bdellovibrionia,7
Unknown Family,21
Pseudomonas fluorescens,2
Gemmatimonadaceae,87
Opitutus,17
Nitrospirales,13
Kineosporiales,6
Pseudolabrys,46
Klebsiella pneumoniae,8
Firmicutes,509
Charophyta,94
Rhodospirillales,21
Thiomicrorhabdus,3
Xanthomonadales,51
Rhizobiales,219
Comamonadaceae,11
Aeromicrobium,3
Oxytrichidae,3
fungal sp.,14
Gemmatimonadota,89
Photobacterium ganghwense,2
Bulleribasidiaceae,18
Angustibacter,3
Hexapoda,15
Hafniaceae,12
Choanozoa,65
Basidiomycota,183
Nadsonia,4
Opisthokonta,852
Acidibacter,12
Cladosporiaceae,11
Mortierellomycotina,56
Myxococcota,138
Chthonomonadales,10
uncultured Serratia sp.,9
Clavulicium,4
Rouxiella silvae,2
Tremellales,28
Kineosporiaceae,6
Sordariales,3
Magnoliophyta,76
Bdellovibrionales,7
Cladosporium,10
Pajaroellobacter,23
Bacilli,351
Pseudarthrobacter chlorophenolicus,2
Elusimicrobia,7
Actinobacteria bacterium,3
Saccharimonadia,80
uncultured eukaryote,63
Flavobacteriales,9
A4b,6
Acetobacterales,66
Animalia,54
uncultured gamma proteobacterium,28
WD260,17
Paenibacillaceae,72
Clavulinaceae,4
Pseudomonadales,45
Gemmatimonadales,87
Candidatus Nomurabacteria,22
soil metagenome,4
Streptophyta,91
Serratia sp. THG-CN21,2
Micropepsales,93
Chthonomonadetes,10
Bryobacteraceae,94
Candidatus Omnitrophus,9
Caulobacteraceae,40
Gemmatimonas,35
Micrococcaceae,83
Saccharimonadales,80
Paenibacillales,72
bacterium Ellin6517,2
Polyangia,126
Nitrospiria,13
Hypocreaceae,6
Verrucomicrobiota,293
Staphylococcus,9
Acidobacteriota,521
uncultured bacterium,2203
Acidothermus,73
AD3,16
Protostomia,47
Tremellomycetes,64
Staphylococcus sp.,2
Rhodopila,2
Elsterales,60
Rhodoplanes,9
Neoptera,14
Trichoderma,6
Lactobacillales,30
WPS-2,12
Diplorickettsiaceae,18
SC-I-84,14
Nitrospira,13
uncultured Acidobacteria bacterium,145
WCHB1-41,4
Enterobacterales,365
Reyranella,9
Bdellovibrionaceae,7
Leuconeurospora pulcherrima,2
Chitinophagaceae,65
Diplorickettsiales,18
Nocardioidaceae,21
uncultured fungus,57
RCP2-54,23
[Candida] tunisiensis,2
Citrus maxima,4
Pezizomycotina,322
Sporichthyaceae,7
Gemmatimonadetes,87
Nitrospiraceae,13
uncultured organism,44
Acidipila,22
Pseudogymnoascus pannorum var. pannorum,4
Dothideomycetes,71
Legionellaceae,20
Hafnia sp. HC4-16,2
Parcubacteria,106
Thelebolaceae,12
Saccharomycetes,165
Solirubrobacterales,110
Haliangiales,69
Chthonomonadaceae,9
Rhizobiales bacterium WWH35,2
Agaricales,14
Kapabacteriales,9
Phragmoplastophyta,93
Pycnora,2
Pedosphaera,6
Acetobacteraceae,66
uncultured soil bacterium,81
Serratia sp. Leaf50,2
Yersiniaceae,200
Shewanella,5
Thermoleophilia,212
Gemmataceae,57
Legionella,20
Acidobacteriales,186
Mortierellales,56
Lineage IIa,15
Nitrosomonadaceae,10
Thiomicrospiraceae,4
Bdellovibrionota,28
uncultured Anaerolineaceae bacterium,4
