Taxon,Count
Arthrobacter sp. Asd M2L1,1
Peniculia,2
Roseobacter clade NAC11-7 lineage,1
Enterobacter sp. DVRSG-3,1
Neochlamydia sp. Trut23-12-2015_Venoge-Embouchure,1
Fusobacterium,1
Candidatus Staskawiczbacteria,3
JCM 18997,1
bacterium enrichment culture clone auto113_4W,1
Akkermansia,1
Cellulomonas hominis,1
Streptococcus agalactiae SS1219,1
Cordyceps brongniartii,1
Clavispora-Candida clade,2
Veillonellales-Selenomonadales,6
uncultured prokaryote,2
Microvirga,1
Chaetosphaeridium,1
Blastococcus,3
uncultured Phenylobacterium sp.,1
Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_51_21,1
Trigonopsis vinaria,1
Holtermanniales,5
Pirellula,2
Rahnella sp. GH05,1
Phaeomoniella chlamydospora,1
Tolypocladium inflatum,1
Nautiliales,1
Phorbas plumosus,1
Dethiobacteria,1
Hypocreales sp. LF213,1
Herbaspirillum sp. SE1,1
Enterobacter hormaechei,2
Anoxybacillus,1
Paraburkholderia sp.,1
Kurtzmaniella-Candida clade,5
Astomatia,2
Haloferacaceae,2
Syntrophorhabdus,2
OM43 clade,1
Blastomyces dermatitidis ER-3,1
Byssoascus striatosporus,2
Pseudonocardiales,6
Trimorphomycetaceae,1
Acidobacteriales bacterium 59-55,1
Palpata,2
Clostridiaceae bacterium 14S0207,1
Katablepharis remigera,1
Mucilaginibacter sp. HME6312,1
Anthoxanthum odoratum,1
Cercomonas mtoleri,1
Vertebrata,4
Mycosphaerella aleuritidis,1
Coleochaetophyceae,1
Candida sp. BG02-6-9-4,1
Halosphaeriaceae,1
Harpacticoida,1
Parajaminaea albizii,1
Sclerotinia borealis,1
Coxiellales,5
Phaselicystidaceae,5
Atheliaceae,2
Scheffersomyces insectosa,1
Verrucomicrobia bacterium ADurb.Bin063,1
Eubacteriaceae,1
Athalamea environmental sample,1
Corynespora,1
Cystofilobasidiaceae,6
Isaria,4
Monhysterida,1
Passalora,4
uncultured Sphingobacteriia bacterium,1
Arthrobacter sp.,6
Nitrospirillum amazonense CBAmc,1
Paenibacillus sp. Marseille-P3787,1
Ureaplasma,1
Anaeromyxobacteraceae,2
Agromyces cerinus,1
Erwinia typographi,1
Erwiniaceae,16
Discicristata,1
Paenibacillus sp. OK076,1
Fusobacteriaceae,1
Pseudomonas sp. Q1-3-1,1
Thecostraca,1
Methanosarcinia,5
Trichoderma viride,1
Campilobacterota,3
Metschnikowiaceae,5
Malasseziaceae,3
Veillonella,1
Rhynchosporium commune,1
Rhodococcus erythropolis,2
Nocardia,4
Lysinibacillus sphaericus,1
Pullenia subcarinata,1
Equisetales,3
Neopterygii,2
Ballistosporomyces,1
Suhomyces taliae,1
Anaeromyxobacter,2
Bacillus sp. enrichment culture clone DF8,1
Paenibacillus sp. KAR72,1
Bacillus sp. VKK-2,1
Bryophyta,2
