count,species,genus,family,order,class,phylum,kingdom,superkingdom
5,Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
754,Bradyrhizobium diazoefficiens,Bradyrhizobium,Bradyrhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
8,Hyphopichia burtonii,Hyphopichia,Debaryomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota
32,Articulospora tetracladia,Articulospora,Discinellaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,Eukaryota
112,Eleusine indica,Eleusine,Poaceae,Poales,Liliopsida,Streptophyta,Viridiplantae,Eukaryota
370,Flagellospora curvula,Flagellospora,Leotiaceae,Leotiales,Leotiomycetes,Ascomycota,Fungi,Eukaryota
2,Nephroma cf. helveticum 2 CS-2018,Nephroma,Nephromataceae,Peltigerales,Lecanoromycetes,Ascomycota,Fungi,Eukaryota
1,Neodeightonia planchoniae,Neodeightonia,Botryosphaeriaceae,Botryosphaeriales,Dothideomycetes,Ascomycota,Fungi,Eukaryota
3,Peptococcaceae bacterium DCMF,-,Peptococcaceae,Clostridiales,Clostridia,Firmicutes,-,Bacteria
12,Cercospora sp. P NV-2018,Cercospora,Mycosphaerellaceae,Mycosphaerellales,Dothideomycetes,Ascomycota,Fungi,Eukaryota
1,Mycobacterium basiliense,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,-,Bacteria
88,Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
40,Hyperionvirus sp.,-,Mimiviridae,Imitervirales,Megaviricetes,Nucleocytoviricota,Bamfordvirae,Viruses
41,Entacmaea quadricolor,Entacmaea,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Metazoa,Eukaryota
4,Exophiala lecanii-corni,Exophiala,Herpotrichiellaceae,Chaetothyriales,Eurotiomycetes,Ascomycota,Fungi,Eukaryota
51,Thermoactinomyces vulgaris,Thermoactinomyces,Thermoactinomycetaceae,Bacillales,Bacilli,Firmicutes,-,Bacteria
59,Psychrobacillus psychrodurans,Psychrobacillus,Bacillaceae,Bacillales,Bacilli,Firmicutes,-,Bacteria
64,Leotiomycetes sp. BY-2018c,-,-,-,Leotiomycetes,Ascomycota,Fungi,Eukaryota
19,Pseudomonas chlororaphis,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Proteobacteria,-,Bacteria
3,Lophodermium conigenum,Lophodermium,Rhytismataceae,Rhytismatales,Leotiomycetes,Ascomycota,Fungi,Eukaryota
15,Egibacter rhizosphaerae,Egibacter,Egibacteraceae,Egibacterales,Nitriliruptoria,Actinobacteria,-,Bacteria
29,Methylocella tundrae,Methylocella,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
1,Heteractis magnifica,Heteractis,Stichodactylidae,Actiniaria,Anthozoa,Cnidaria,Metazoa,Eukaryota
8,Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Proteobacteria,-,Bacteria
8,Metschnikowia aff. pulcherrima,Metschnikowia,Metschnikowiaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukaryota
1,Cochliomyces sp.,Cochliomyces,Laboulbeniaceae,Laboulbeniales,Laboulbeniomycetes,Ascomycota,Fungi,Eukaryota
13,Chlorosplenium chlora,Chlorosplenium,Chlorospleniaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,Eukaryota
24,Sporosarcina pasteurii,Sporosarcina,Planococcaceae,Bacillales,Bacilli,Firmicutes,-,Bacteria
1025,Pseudogymnoascus sp.,Pseudogymnoascus,Pseudeurotiaceae,-,Leotiomycetes,Ascomycota,Fungi,Eukaryota
1,Filosporella fistucella,Filosporella,Helotiaceae,Helotiales,Leotiomycetes,Ascomycota,Fungi,Eukaryota
1,Mycobacterium sp. DL90,Mycobacterium,Mycobacteriaceae,Corynebacteriales,Actinobacteria,Actinobacteria,-,Bacteria
3,Umbilicaria pennsylvanica,Umbilicaria,Umbilicariaceae,Umbilicariales,Lecanoromycetes,Ascomycota,Fungi,Eukaryota
