Taxon,Count
Ballistosporomyces,1
Collophorina euphorbiae,1
Capnodiaceae,1
uncultured Mesorhizobium sp.,1
Endomicrobiaceae,14
Arthrobacter sp. NW-2013-Rh11,1
Inquilinaceae,1
Cyttariales,1
Ophiorrhiza pumila,1
Jimgerdemannia lactiflua,1
Sulfuricellaceae,2
Chlamydia pneumoniae,1
Jatrophihabitans soli,1
Rhodococcus,3
Terracidiphilus,2
Actinomycetales,5
uncultured Acidimicrobiaceae bacterium,1
Parvibaculaceae,1
Desulfosporosinus sp. Tol-M,1
uncultured Planctomycetales bacterium,2
Brachyspirae,2
Campilobacterota,5
Bacillus sp. DB140(2010),1
Hellea,1
Pleiochaeta,1
Glomeraceae,2
Aeromonadaceae,2
Nitrososphaerales,1
Pseudanabaena sp. PCC 7367,1
uncultured Pseudolabrys sp.,3
bacterium enrichment culture clone heteroA49_4W,1
Desulfomonilales,3
Tausonia sp. KBP 4496,1
Desulfobulbus sp. Tol-SR,1
Fonsecaea erecta,1
soil metagenome,3
Lactobacillus saniviri,1
Paenibacillus sp. BL17-2,1
Pseudomonas oryzae,1
Archaeoglobi,1
Atheliaceae,1
Candidatus Daviesbacteria,2
uncultured sheep mite bacterium Welshpool 59,1
Changchengzhania,1
Candidatus Microthrix,1
Elusimicrobia bacterium RIFCSPLOWO2_01_FULL_59_12,1
OM190,3
Rathayibacter tritici,1
Dokdonia,1
Methylopila,1
Candidatus Yonathbacteria,1
Legionella pneumophila subsp. pneumophila str. Thunder Bay,1
Amylibacter,1
ADurb.Bin118,1
Corticiales,1
Sphingomonas montana,1
Nitrososphaeraceae,1
Ichthyosporea,1
Denitrobacterium,1
Arthrobacter,11
Vibrio cholerae,1
Frankia sp. DC12,1
Williamsia,1
Cyperus alternifolius,1
Scutellospora,1
Exutisphaerella laricina,1
Microcoleus cf. vaginatus Ru-6-12,1
Hypochthonius rufulus,1
Clavaria inaequalis,1
Neobulgaria premnophila,1
Xanthomonas translucens pv. graminis,1
Aquabacterium sp. NJ1,1
Amphidinium massartii,1
Thermoanaerobacterium,1
Helicoma,1
Pseudomonas sp. CC12C,1
Geoglossaceae,1
alphaI cluster,5
Lacunisphaera parvula,1
Spathidium foissneri,1
Frankiales bacterium YIM 75000,1
Atheliales,1
Nakamurella panacisegetis,1
Aporosa papuana,1
Intrasporangium chromatireducens Q5-1,1
Rhodymeniophycidae,1
Smithellaceae,1
uncultured Desulfosporosinus sp.,2
uncultured Gemmatimonadetes bacterium,3
uncultured Rubrobacteria bacterium,5
Pseudomonas sp. JS1215,1
Bordetella,1
Micrococcaceae,24
uncultured thermal soil bacterium,1
Paludibacterium,1
uncultured rape rhizosphere bacterium wr0004,1
Desulfomonile limimaris,1
Candidatus Stoquefichus,1
Streptomyces thermoautotrophicus,1
Clostridium akagii,1
Cladophialophora bantiana,1
Ochrophyta,11
Pseudarthrobacter,5
Nitokra spinipes,1
Pseudarthrobacter niigatensis,1
Choanoflagellata,2
Pseudanabaenales,3
Heterolobosea,1
Thaumatomonas,1
Pseudomonas punonensis,1
Hypsibius dujardini,1
Caliciales,1
Beggiatoaceae,1
Cryomyces minteri,1
Cestoda,6
Metazoa,30
Halobacterales,2
Hordeum vulgare,3
Flavobacteriaceae,8
Anonchotaenia macrocephala,1
Pseudomonas sp. ZnO-2,1
Cryptotrichosporon,1
Acetobacterium bakii,1
Sediminispirochaeta,1
Ruineniaceae,1
JS1,1
Armillaria tabescens,1
Embryophyta,98
Gaultheria stenophylla,1
Cladosporium sp. CBS 266.53,1
Saccharomycetales,4
Methylobacterium-Methylorubrum,1
Paenibacillus sp. WPCB150,1
uncultured Actinomycetales bacterium,5
Acetobacter tropicalis,1
Streptomyces griseus,1
Kineosporia aurantiaca,1
Trichosporon asahii var. asahii CBS 2479,1
Halorubrum,1
Pseudomonas lutea,1
Candidatus Phytoplasma aurantifolia,1
uncultured bacterium SHA-28,1
Cryobacterium,1
Geoglossales,1
bacterium Ellin301,1
EC3,1
Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_FULL_56_13,1
Ceratobasidium sp. FO 38200,1
Woeseiaceae,2
Tannerellaceae,1
Neopterygii,1
Aeromonas,2
Sphaeropteris cooperi,1
Francisellales,3
Kryptoniales,6
Taraxacum officinale,1
Lysinibacillus,1
Hygrocybe helobia,1
Candidatus Buchananbacteria,1
Neobulgaria,1
Endobacter,1
Leotiaceae,2
Arctic97B-4 marine group,1
Helianthus annuus (common sunflower),1
Endomicrobiales,14
bacterium SOSP1-79,1
Tolypothrix campylonemoides VB511288,1
Scleromitrula,1
Thelebolales,2
uncultured bacterium KF/GS-JG36-13,1
Trichosporon,2
Microbacteriaceae,18
Acidithiomicrobium sp. P1,1
Cestodaria,1
Tepidicaulis marinus,1
Pseudomonas sp. LYT-1,1
Haemophilus,1
Thelephoraceae,1
Lecanora strobilina,1
Ornithinimicrobium sp. AMA3305,1
TM7,2
Kibdelosporangium phytohabitans,1
Sinorhizobium meliloti CCNWSX0020,1
Paenibacillus polymyxa CR1,1
Rhodovastum,3
Acidimicrobium,1
Thalassobaculales,1
Oceanobacillus,1
UBA9983,1
uncultured candidate division SAM bacterium,1
Palustrimonas yorkeensis,1
Paludibaculum,2
Actinoallomurus sp. FXJ1.967,1
BCP clade,29
Metschnikowiaceae,1
Sphingomonas kyeonggiensis,1
Bacillus sp. CQ4,1
Wohlfahrtiimonas,1
Halteria,1
Duboscquella,1
Cyanobiaceae,4
Steroidobacter,2
Flavonifractor,1
Bacillariophytina,2
