Taxon,Count
WPS-2,17
0319-6G20,21
Bacillaceae,262
Pycnoraceae,2
67-14,40
uncultured bacterium,1726
Trichoderma sp. H09,2
Chthonomonadetes,6
Pajaroellobacter,21
uncultured Alphaproteobacteria bacterium,26
Solibacterales,60
Lactobacillales,33
Planctomycetota,328
Nucletmycea,692
Acidobacteriales,169
Reyranellaceae,21
Blastocatellia,9
Gemmatimonas,16
Ktedonobacteria,50
Comamonadaceae,24
JG30-KF-CM66,5
Streptococcus,13
Streptomycetales,39
Blastocatellales,3
Gaiellales,85
Verrucomicrobiae,175
Acidobacteriaceae (Subgroup 1),78
Bacillus,255
Incertae Sedis,259
uncultured actinobacterium,41
Frankiaceae,29
Iamia,6
Armatimonadia,6
P3OB-42,7
Patescibacteria,48
Gemmatimonadaceae,29
Bacilli,486
Chaetothyriomycetidae sp. TRN242,2
Rickettsiales,89
uncultured Hyphomicrobiaceae bacterium,5
Paenibacillales,146
Acidobacteriota,428
Solirubrobacteraceae,90
Micromonosporales,85
Fimbriimonadales,3
Cortinarius,6
Mucor,41
Chthonomonadales,6
Limnobacter,2
Saccharimonadia,33
Solibacteraceae,60
Ambomucor seriatoinflatus,2
Oligoflexia,23
Leotiomycetes,82
Streptococcus pneumoniae,10
LWQ8,5
bacterium enrichment culture clone auto45_4W,2
IMCC26256,75
uncultured Methylocystaceae bacterium,5
Pycnora,2
Puia,12
Diplorickettsiaceae,21
Myxococcota,87
Fungi,688
Paenibacillus,146
Ceratiola ericoides,2
Cantharellales,10
Pseudonocardiales,24
Nitrosomonadaceae,13
Triticum aestivum (bread wheat),7
Helotiales,49
uncultured Verrucomicrobia bacterium,22
Alphaproteobacteria,594
Aphelidea,3
uncultured beta proteobacterium,9
Caulobacteraceae,23
uncultured Archangiaceae bacterium,4
Onygenales,6
Chthoniobacterales,106
Ellin6067,7
Paenibacillus sp. RU5A,2
Caulobacterales,28
Archaeorhizomycetaceae,8
Aphelidium,2
Mucor endophyticus,2
Pedosphaerales,44
Armatimonadales,6
Proteobacteria,954
bacterium Ellin6034,2
Blastocatellaceae,3
uncultured eubacterium WD244,2
RCP2-54,12
Reyranella,20
Myxococcaceae,14
Pseudonocardiaceae,24
Unknown Family,27
Phialocephala,5
Mucor mucedo,2
uncultured Actinoallomurus sp.,4
Elsterales,25
Embryophyta,107
Mucoromycota,160
Streptococcaceae,14
Reyranellales,21
