Taxon,Count
Caulobacter,1
Cyanobium sp. CZS_48J,1
Frankia,3
Zoopagales,2
Saitozyma ninhbinhensis,1
Mortierellales,24
Bacillus sp. SDIP3,1
Thelebolus,1
Glomeromycetes,6
Peracarida,1
Micromonosporaceae bacterium IR30-DHHV-602,1
Kuraishia,1
Azospirillales,7
Cyanobium sp. CZS_45I,1
Maxillopoda,2
Pseudomonas sp. bB10(2011),1
Sebacina incrustans,1
Paenibacillus polymyxa CR1,1
Cephalothecaceae,1
Paenibacillus sp. MME2_R1,1
Quadrisphaera,3
Holospora caryophila,1
Leucosporidium scottii,1
Umbelopsis ramanniana,2
Angustibacter,5
Paenibacillus sp. 31RA2,1
Acantharia,1
Streptosporangium sp. KD35,1
Metarhizium granulomatis,1
Entolomataceae,1
Harpidium rutilans,1
uncultured Planctomycetaceae bacterium,6
Paludisphaera borealis,1
Cyclaneusma minus,1
Hydatigera parva,1
Ciliophora,9
Phaeoceros pearsonii,1
Kriegeriales,2
Endogonaceae,1
OM190,2
Halomonas sp. X28,1
Christensenellales,2
Paenibacillus rigui,1
uncultured bacterium 5G12,1
Xanthomendoza mendozae,1
Danio rerio (zebrafish),2
Fonsecaea,1
Pseudoscardovia suis,1
Mariprofundales,1
Crustacea,4
Salinispora sp. NPS-14029,1
Nothogenia fastigiata,1
Amylomyces,7
Epithamnolia xanthoriae,1
Pueraria candollei var. mirifica,1
Saccharomycodes,1
Tessaracoccus,1
Choanephoraceae,14
Frankia sp. Iso899,1
Cestoda,5
Candidatus Nitrosotenuis,1
Schizophyllum,1
Paenibacillus sp. AS10,1
candidate division TM6 bacterium JCVI TM6SC1,1
Talaromyces marneffei PM1,1
Cercozoa sp. IVY21ap83t8LS,1
uncultured marine group I thaumarchaeote,1
Cryptotrichosporon tibetense,1
Hypotrichia,4
Edaphobacter acidisoli,1
Chaetothyriales sp. CNCreBo35,1
Griseoporia,1
Modestobacter sp. Leaf380,1
Couchioplanes caeruleus,1
Utharomyces,2
Labrys sp.,1
Schizosaccharomycetes,1
Pasteuria hartismeri,1
Epiglia gloeocapsae,1
Bacillus sp. OV322,1
Vibrionaceae,5
Phaeosphaeria,4
Piskurozyma,1
Clavispora fructus,1
Rhizobiaceae,15
Bifidobacteriaceae,2
Bacillus sp. P5(2012),1
Lycopodium,1
Trichosporonales,3
Dacrymycetales,2
Elev-16S-1166,2
Sumerlaeaceae,2
Thermodesulfovibrionia,1
Calycina,1
Mycobacterium triviale,1
Erwinia uzenensis,1
Parachlamydiaceae,18
Penicillium,10
Holophagales,1
Dactylosporangium,1
Moraxellaceae,9
Methylocapsa,3
Absidia repens,1
Francisellaceae,3
NS4 marine group,1
Hemiptera,1
Lautropia,1
Rhodobacter sp. SL23,1
Bacillus aquimaris,1
Mucor sp. BMC2,1
bacterium enrichment culture clone auto222_4W,1
Amylocorticiaceae,1
Mycobacterium moriokaense,2
Chlamydiaceae,1
Paenibacillus anaericanus,1
Methanosarciniales,7
Cranophorus sp. JAG-2009,1
Dentiscutata,1
Oxalobacteraceae,3
Atheliaceae,2
Tulasnella sp. FCUG 2668,1
uncultured Planctomycetia bacterium,1
Hyphomucor,1
Desulfohalotomaculum,1
Pirellulaceae,44
Myxozoa,1
Hemistylus macrostachya,1
Burkholderia-Caballeronia-Paraburkholderia,19
Cercospora,1
Cyclaneusma,1
Bacillus sp. Marseille-P2489,1
Prymnesiophyceae,2
Strigeidida,1
