Taxon,Count
Planctomycetota,343
uncultured,1296
uncultured eubacterium WD260,2
Archaeplastida,155
Solirubrobacteraceae,99
Patescibacteria,95
Persicaria minor,2
Eurotiomycetes,60
Haliangiaceae,38
Rhodanobacteraceae,16
Mrakiaceae,10
Yersiniaceae,4
WPS-2,21
Mitochondria,78
Bdellovibrionia,13
Hypocreales,87
Jatrophihabitans,33
Nematozoa,10
Vicinamibacteria,102
Gemmatimonas,16
Acidobacteriae,552
Trichoderma asperellum,2
Subgroup 10,2
Acetobacterales,119
Burkholderiales,205
Enoplea,4
Trichoderma longibrachiatum SMF2,2
Piskurozyma taiwanensis,2
uncultured Ferrimicrobium sp.,2
Actinospicaceae,8
uncultured Planctomyces sp.,5
Occallatibacter,17
Holozoa,50
Acetobacteraceae,119
Babeliales,33
Parengyodontium,4
uncultured Verrucomicrobia bacterium,26
Hypochthonius rufulus,2
BCP clade,45
Mucor mucedo,2
uncultured Solirubrobacter sp.,6
uncultured soil bacterium,57
Bradyrhizobium sp. LTSPM299,2
WD260,29
Planctomycetales,19
Cystofilobasidiales,10
Frankiaceae,34
Saccharimonadales,36
Blastocatellia,19
uncultured Methylocystaceae bacterium,5
Candidatus Kaiserbacteria,16
Phragmoplastophyta,138
Paenibacillus,49
Verrucomicrobiae,206
Thermoanaerobaculales,2
Eurotiales,35
Mortierellaceae,41
Bradyrhizobium sp.,6
Basidiomycota,111
KF-JG30-B3,10
Gemmatimonadota,70
Armatimonadota,39
Opisthokonta,686
uncultured Clostridium sp.,5
A21b,16
Acidobacteriales,254
soil metagenome,3
Mucor luteus,2
Cyanobacteriia,89
Umbelopsidaceae,4
Arthrobacter sp. ECP7,2
Galbitalea,3
Spermatophyta,135
vadinHA49,7
uncultured Dikarya,6
Kapabacteriales,4
Streptomycetales,34
Caulobacterales,39
Piskurozyma capsuligena,2
Agaricomycetes,61
Dikarya,512
Chthonomonadaceae,12
Filobasidiaceae,7
Mucor lilianae,2
Metazoa,47
Isosphaeraceae,90
Agaricomycotina,97
Haliangium,38
Acidocella,13
Obazoa,686
uncultured bacterium,2427
Gemmatales,151
Tremellomycetes,34
Triticum aestivum (bread wheat),12
Chloroflexia,6
Diplorickettsiaceae,26
Chthoniobacter,15
Reyranellaceae,14
27F-1492R,3
Chthonomonadales,12
Bilateria,44
Chloroplast,76
Pycnora,2
Holophagae,38
Pilaira anomala,2
Conexibacter,62
Rhizaria,33
Pyrinomonadales,11
Clavulinaceae,5
Firmicutes,170
Nitrosomonadaceae,51
Phaselicystis,4
uncultured Bradyrhizobium sp.,6
Pedosphaerales,47
Sordariomycetes,111
Actinobacteriota,942
Penicillium oxalicum,3
Verrucomicrobiota,273
Actinobacteria,429
Opitutaceae,18
uncultured Acidobacteriales bacterium,9
Acidothermus,63
Subgroup 2,131
RB41,11
Solibacteraceae,78
Vicinamibacteraceae,11
Saccharimonadia,36
Triplonchida,3
uncultured Acidobacteria bacterium,200
Haliangiales,38
Acidobacteriales bacterium 59-55,2
Chthoniobacteraceae,108
Frankiales,127
Ochrophyta,10
Holosporaceae,2
Tracheophyta,136
Lactuca sativa,3
Bradyrhizobium canariense,2
Candelariales,2
uncultured Eimeriidae,15
Kapabacteria,4
Archaeorhizomyces,5
Filobasidiales,14
Cercozoa,32
Rhodanobacter,12
Paenibacillaceae,50
Lobosporangium transversale,2
Solirubrobacterales,136
uncultured marine eukaryote,2
Desulfobacterota,19
Gemmatimonadales,68
Myxococcales,16
Trichoderma sp. H09,2
SC-I-84,29
Micrococcaceae,104
Amorphea,696
Gammaproteobacteria,469
Mortierella verticillata NRRL 6337,2
Cantharellales,8
Trichoderma viride,4
Burkholderiaceae,33
AD3,57
Elsterales,78
Acidibacter,25
Helotiales,60
Lecanicillium sp. CCF 5201,2
Microbacteriaceae,16
Bdellovibrionaceae,13
Umbelopsis ramanniana,2
Archaeorhizomycetaceae,5
Acidimicrobiia,178
Acidobacteriota,724
Enoplia,4
Anaerolineae,20
Heterocephalacria,5
metagenome,334
Protostomia,37
Granulicella,41
Bacteroidota,109
Phaselicystidaceae,4
Trichoderma gamsii,2
Cordycipitaceae,14
Circinella simplex,2
Ktedonobacteraceae,89
Acidobacteriaceae (Subgroup 1),110
Myxococcaceae,10
Elev-16S-573,4
Aquisphaera,13
uncultured Devosia sp.,2
1921-2,6
LWQ8,9
Archaeorhizomycetes,5
Mortierella alpina,3
Ktedonobacteria,109
Bacteria,4754
Gemmatimonadaceae,68
Eukaryota,917
0319-6G20,32
Chitinophagales,42
Polyangiales,49
Bradyrhizobium ottawaense,2
Mortierellomycotina,44
Lineage IIa,9
UBA12409,6
Mucorales,48
Caulobacteraceae,36
Proteobacteria,1261
uncultured Verrucomicrobiales bacterium,2
Niesslia exilis,2
Penicillium,21
Candidatus Xiphinematobacter,13
Ktedonobacterales,91
Actinospica,8
uncultured Caulobacteraceae bacterium,3
Bryobacteraceae,80
Ambomucor,2
uncultured Chloroflexi bacterium,39
Elusimicrobiota,31
Umbelopsidales,4
Prismatolaimus cf. intermedius 1 JH-2014,2
Babeliae,33
Opitutales,22
Bryobacter,80
Chloroflexi,292
uncultured Myxococcales bacterium,4
Pedosphaeraceae,47
Ammopiptanthus mongolicus,12
Mucor racemosus,4
uncultured Tremellaceae,4
Charophyta,138
Isosphaerales,90
Archaeorhizomyces borealis,3
Mortierellales,44
Bacteroidia,100
Vaccinium macrocarpon,6
Oligoflexia,35
uncultured Gemmatimonas sp.,6
Fusarium,12
Arthrobacter,43
Candidatus Solibacter,78
RCP2-54,23
Mucoromycota,105
Xanthomonadales,27
Mucor,23
Ellin6067,25
uncultured beta proteobacterium,26
bacterium enrichment culture clone heteroA49_4W,2
Mortierella sp. I5-10,2
Jatrophihabitans sp.,3
uncultured Actinomycetales bacterium,12
Limnobacter,2
Aquicella,9
Chitinophagaceae,38
Mucor rudolphii,3
Mortierella verticillata,2
RBG-13-54-9,3
uncultured gamma proteobacterium,22
Bacilli,125
JG36-TzT-191,15
Thermoanaerobaculaceae,2
Saprospiraceae,2
Pseudomonadales,22
Cyanobacteria,99
BD7-11,7
Clavulicium,4
Piskurozymaceae,7
Bdellovibrionota,48
Trichoderma hamatum,2
Bdellovibrionales,13
Pezizomycotina,361
Methylocapsa,6
Subgroup 5,7
Mortierella,41
Nicotiana attenuata,4
Pseudomonas,20
Parcubacteria,42
Micropepsaceae,33
Animalia,45
zygomycete sp. AM-2008a,9
Candidatus Udaeobacter,91
Fungi,633
Gammaproteobacteria Incertae Sedis,39
Paenibacillales,50
Subgroup 7,37
Rickettsiales,84
uncultured Ktedonobacterales bacterium,9
Polyangia,92
SAR,61
Gemmatimonadetes,68
uncultured delta proteobacterium,25
Xanthobacteraceae,210
Solibacterales,78
Mucoromycotina,55
Chthonomonas,12
Microscillaceae,9
uncultured fungus,46
KD4-96,37
Ambomucor seriatoinflatus,2
Candidatus Ovatusbacter,7
Trichoderma,31
uncultured Alphaproteobacteria bacterium,51
Streptophyta,137
Nematoda,10
uncultured Blastochloris sp.,2
Solanum pennellii,2
Koribacteraceae,10
Citrus maxima,8
Chloroplastida,154
Diplorickettsiales,26
Umbelopsis,4
Leotiomyceta Incertae Sedis,2
uncultured planctomycete,57
Alphaproteobacteria,792
Rhizobiales,354
IMCC26256,100
Pseudomonadaceae,20
Micrococcales,134
Helotiaceae,22
Tolypocladium inflatum,3
Acidothermaceae,63
Pilaira,5
Aspergillaceae,31
Choanozoa,50
Embryophyta,137
Unknown Family,41
Streptacidiphilus carbonis,2
Streptomycetaceae,34
Ecdysozoa,24
Nectriaceae,13
Gaiellales,165
Candidatus Koribacter,10
uncultured Spartobacteria bacterium,14
Chthonomonadetes,12
Myxococcota,109
Incertae Sedis,158
Ascomycota,401
Leotiomycetes,85
Tremellales,8
Planctomycetes,293
Xiphinematobacteraceae,13
Nucletmycea,636
Pycnoraceae,2
uncultured Anaerolineaceae bacterium,4
Bradyrhizobium,67
uncultured Oxalobacteraceae bacterium,6
Clavulicium macounii,2
Cytophagales,10
Holosporales,2
uncultured proteobacterium,23
Bryobacterales,80
Streptacidiphilus,5
Reyranellales,14
Pycnora sorophora,2
Enterobacterales,21
uncultured Conexibacteraceae bacterium,14
67-14,37
Paenibacillus xylanexedens,5
Thermoanaerobaculia,2
Myxococcia,16
Mucoraceae,34
Archaeorhizomycetales,5
Pyrinomonadaceae,11
Gemmataceae,151
Serendipita vermifera,2
Beijerinckiaceae,69
Piskurozyma,5
Reyranella,13
Magnoliophyta,129
Taphrinomycotina,6
Phaeophyceae,2
Serratia,4
Stramenopiles,14
Bdellovibrio,12
KD3-10,2
Vicinamibacterales,99
Dependentiae,33
Puia,14
Micropepsales,33
Niesslia,2
Chthoniobacterales,123
Tausonia sp. KBP 4496,2
Mucor hiemalis f. hiemalis,2
Catenulisporales,12
Thermoleophilia,304
Hypocreaceae,31
Elev-1554,3
