Taxon,Count
Opisthokonta,260
Thermoleophilia,185
Pirellulales,67
Bacteria,4757
Rhodanobacter sp. PON8,2
Acidobacteriae,240
Firmicutes,284
D05-2,2
Charophyta,70
Jatrophihabitans sp.,5
Bradyrhizobium lablabi,2
Micropepsales,50
Mucilaginibacter,23
Caulobacteraceae,40
Comamonadaceae,31
uncultured gamma proteobacterium,26
Pseudomonas syringae pv. pisi,2
Enterococcus,9
Pectobacterium,13
Rouxiella badensis,2
Corynebacteriales,52
Fungi,225
Hafnia sp. HC4-16,2
Enterobacteriaceae,467
Metazoa,31
Hyphomicrobiaceae,16
Russula exalbicans,2
Verrucomicrobiae,164
Xanthomonadales,122
Serratia sp. Leaf51,2
uncultured Acidobacteria bacterium,74
JG36-TzT-191,11
Phycisphaerae,53
Vishniacozyma,2
Pycnora,2
Paenibacillus xylanexedens,5
Chthoniobacterales,125
Dikarya,202
Raoultella terrigena,28
Chitinophagales,103
Acetobacterales,72
Occallatibacter,5
Ascomycota,124
Mycobacteriaceae,24
Mycobacterium,23
Bilateria,30
Acidipila,13
Archaeplastida,83
Hafnia sp. HC2-7,2
uncultured Actinomycetales bacterium,5
Arthrobacter,55
Myxococcota,50
Chthoniobacteraceae,120
Enterobacter sp. 638,4
Pterygota,4
Blastocatellales,4
Parafilimonas,9
Candidatus Zambryskibacteria,3
WD260,15
Curtobacterium,6
uncultured Xanthomonadales bacterium,3
Castilleja paramensis,2
Russulales,22
Solirubrobacter,23
uncultured Planctomycetaceae bacterium,5
Paenibacillaceae,24
Raoultella,98
Burkholderiaceae,22
Legionella,8
WPS-2,17
uncultured Rahnella sp.,5
Saccharimonadia,65
Pantoea agglomerans Eh318,2
37-13,3
uncultured forest soil bacterium,9
Enterobacter kobei,3
agricultural soil bacterium SC-I-11,2
Elsterales,38
Oryzihumus,3
Verrucomicrobiales,2
Planctomycetales,6
KD3-93,12
Pseudomonadaceae,85
Thiomicrospiraceae,3
Sphingobacteriales,46
Actinotalea,2
Klebsiella variicola,3
uncultured Caulobacterales bacterium,2
Klebsiella sp. HC1,2
Gemmatimonas,39
Aquisphaera,7
Edaphobaculum,9
Gammaproteobacteria Incertae Sedis,24
Reyranella,8
Cytophagales,6
Gemmatimonadetes,79
Gaiellales,74
Micrococcaceae,131
Vibrionaceae,14
Lelliottia,10
Pseudomonadales,93
Tremellomycetes,9
Acidimicrobiia,99
Photobacterium,3
Bryobacterales,44
uncultured actinobacterium,32
uncultured Alphaproteobacteria bacterium,31
Acidothermus,54
Planctomycetes,165
Arthrobacter sp. AP1-L2,2
Armatimonadota,18
Actinobacteriota,1077
Spermatophyta,69
Oligoflexia,22
Tracheophyta,69
uncultured planctomycete,31
bacterium enrichment culture clone auto197_4W,2
Legionellales,8
Granulicella,31
Rahnella sp. ERMR1:05,4
Acidibacter,20
uncultured Solirubrobacter sp.,6
Marmoricola,8
Pseudomonas fluorescens,4
Klebsiella sp.,4
Serratia sp. HC4-9,2
uncultured Rhodanobacter sp.,4
Sphingomonas,10
Verrucomicrobiota,213
Alphaproteobacteria,551
Enterococcus durans,5
WD2101 soil group,42
Serratia sp. HC3-9,2
Streptophyta,69
Ellin516,7
uncultured Kineosporiaceae bacterium,2
Candelariales,2
Enterobacter sp. LY2W,2
Micropepsaceae,50
Haliangiaceae,24
Pseudomonas trivialis,2
Serratia sp. HC3-14,2
Holozoa,33
Ecdysozoa,14
Paenibacillus lactis,2
Kineosporia,11
Eukaryota,419
Pantoea,30
Nocardioidaceae,76
uncultured Candidatus Saccharibacteria bacterium,3
Bacteriovoracales,2
67-14,34
uncultured Pantoea sp.,3
Rhodobacterales,10
Acidicaldus,7
Humibacillus,7
Blastocatellia,9
Solirubrobacterales,110
uncultured,770
Pycnoraceae,2
Lactobacillales,34
Gemmatimonadota,80
Enterobacter sp. NK,2
Rhodanobacter ginsengisoli,3
Patescibacteria,112
Planctomycetota,224
Serratia,182
Rahnella aquatilis,9
Rouxiella silvae,2
Lelliottia amnigena,7
Yersiniaceae,245
Hafnia sp. HA75,2
Conexibacter,40
Bdellovibrio,8
Arthrobacter cryoconiti,2
Gemmatimonadaceae,79
Kluyvera,10
Acidobacteriota,284
Candidatus Hamiltonella,2
Pseudonocardia,82
Rhizobiales bacterium WWH35,2
uncultured cyanobacterium,3
Candidatus Solibacter,16
Chloroflexi,175
Cedecea,2
Microbacteriaceae,54
Diplorickettsiaceae,15
Pectobacterium betavasculorum,2
Basidiomycota,78
Bryobacter,44
Iamiaceae,3
Frankiales,171
Parcubacteria,36
Pseudonocardiales,108
Arthropoda,7
Pseudarthrobacter,43
Neoptera,4
Klebsiella sp. TNT1,2
Pseudomonas aeruginosa,5
Vicinamibacterales,16
Sporichthyaceae,12
Pirellulaceae,67
Raoultella ornithinolytica,10
Chitinophagaceae,95
Bacilli,221
uncultured Acidimicrobiales bacterium,3
Rhizobiales,221
Limnobacter,6
Burkholderiales,154
bacterium Ellin6517,2
Yersinia,14
Bacteroidia,184
uncultured Klebsiella sp.,16
Solibacterales,16
A21b,16
Pezizomycotina,122
Micromonosporaceae,60
LWQ8,10
Serratia sp.,2
uncultured Frankineae bacterium,3
Methylacidiphilales,7
uncultured bacterium,1999
Citrobacter freundii,10
Marmoricola sp.,4
uncultured Mucilaginibacter sp.,2
bacterium enrichment culture clone auto173_4W,2
Methyloligellaceae,19
Pantoea ananatis,5
Vicinamibacteria,16
Serratia proteamaculans,3
Protostomia,27
Mitochondria,58
Tremellales,5
Arthrobacter sp. KAR8,2
Iamia,3
Bdellovibrionales,8
Rhodanobacter sp. OK091,2
Lelliottia sp.,2
Embryophyta,69
Rahnella aquatilis CIP 78.65 = ATCC 33071,2
Pedosphaeraceae,18
Gemmatimonadales,79
SC-I-84,22
Pantoea vagans,3
Propionibacteriales,87
uncultured delta proteobacterium,11
Serratia symbiotica,7
Humulus lupulus (European hop),2
BIrii41,3
Hafnia sp. NP33,2
Phragmoplastophyta,69
Sphingomonadales,19
Candidatus Udaeobacter,112
Rahnella sp. PHGBD-3,2
KD4-96,31
Serratia fonticola,3
Pantoea agglomerans,17
Hyphomicrobium,13
Polyangia,46
Legionellaceae,8
Rahnella1,49
Chloroplastida,81
Candidatus Adlerbacteria,10
Puia,5
Pseudomonas,85
Bradyrhizobium,37
Rhodanobacter glycinis,2
Klebsiella aerogenes,10
Thiomicrospirales,4
Leotiomyceta Incertae Sedis,2
uncultured soil bacterium,83
metagenome,351
Reyranellales,8
uncultured Geobacter sp.,2
Rhodanobacter sp. NP46,2
Klebsiella pneumoniae BIDMC 33B,2
Isosphaeraceae,55
uncultured Serratia sp.,4
Bdellovibrionota,32
unidentified,6
uncultured Enterobacter sp.,7
