Taxon,Count
Elytranthe albida,1
Vibrio harveyi,1
Sporolactobacillaceae,1
Sporosarcina sp. M0-105,1
Gomphales,1
Lecanorales,4
Paludisphaera,5
Aphelidium,1
BD1-7 clade,1
Streptacidiphilus specus,2
Pseudomonas sp.,4
Actinoalloteichus,1
Leptospirillum,1
Pseudomonas filiscindens,1
Enterobacter sp. NCCP-195,1
Serratia sp. Leaf50,1
uncultured Xylophilus sp.,1
Mesacanthion sp. AS44,1
Edwardsiella ictaluri,1
uncultured Gallionella sp.,1
Phycicoccus,1
Tetraspora sp. CU2551,1
Nectria sp. P1A2,1
Glutamicibacter,2
uncultured bacterium 5G4,1
Lactobacillus fermentum,1
Acidithiobacillaceae,5
Chthonomonas,2
P3OB-42,2
Nitrososphaeraceae,4
Thermoplasmata,3
Cantharellales,3
Wohlfahrtiimonadaceae,1
uncultured Leptothrix sp.,1
alphaI cluster,1
Populus trichocarpa (black cottonwood),1
Mesorhizobium,3
Lachnospirales,7
Lecanicillium sp. SGL1009,1
Hohenbuehelia,1
Meloidogyne incognita (southern root-knot nematode),1
Nocardioides sp. 'TD IW 07',1
Pseudonocardia sp. URHA0046,1
Citrus maxima,3
Herbaspirillum sp. F1,1
Phlyctis boliviensis,1
Aquificota,1
Pseudoalteromonas sp. ER72M2,1
Vigna angularis var. angularis,1
Sulfobacillus sp. YTH2,1
Graphiaceae,1
Knufia,5
Sumerlaeaceae,2
Arthrobacter sp. K7SC-12A,1
Kriegeriaceae,2
freshwater metagenome,1
Modestobacter sp. VKM Ac-2676,1
Nakamurella panacisegetis,1
Ulvophyceae,1
Leptolyngbyaceae,1
uncultured Limnohabitans sp.,1
Arthrobacter sp. 12,1
Parvimonas,1
Actinopolyspora mzabensis,1
uncultured eubacterium WD244,1
Ktedonobacteraceae,35
Serratia sp. SCP,1
Protocyclidium,2
Sulfurospirillum,2
Abditibacteriota,1
Promicromonosporaceae,5
Microbacterium oxydans,1
Arcobacteraceae,1
Desulfovibrio,1
Pseudoglutamicibacter,2
Candidatus Nomurabacteria,7
Deuterostomia,3
Chaetothyriomycetidae sp. TRN242,1
Anonchotaenia macrocephala,1
Lachnospiraceae FE2018 group,1
Paenarthrobacter,3
Phlebiopsis,1
Petermannia cirrosa,1
Chthonomonadales,2
Neobodo designis,1
Chryseobacterium sp.,1
Allovahlkampfia sp. PKD 2011a,1
Teratosphaeriaceae,1
Stereopsidaceae,1
Salicola,1
Bacillus sp. 2NLA3E,1
Goniomonas sp. SH-3,1
Holosporales,1
Micromonospora phaseoli,1
Pseudogymnoascus,4
bacterium Ellin6529,1
Prosthecomicrobium,1
Actinopolyspora,3
Wilmottia murrayi 25PC,1
Clavibacter michiganensis,1
Laribacter,1
uncultured fungus,17
Phenylobacterium sp. P-28,1
Aspergillus ustus,1
Dechloromonas sp. HZ,1
Gossypium barbadense (sea-island cotton),4
Hylemonella,1
Blastopirellula,3
Chaetothyriales,27
Coccidia,1
Kocuria palustris,1
Acidiphilium,4
Acetobacter ascendens,1
Streptococcus pneumoniae,8
uncultured Thermosporothrix sp.,2
Hoyosella,1
Bradyrhizobium sp. HD4,1
Parachlamydiaceae,29
Sulfobacillus thermosulfidooxidans,1
Sorangium,1
uncultured Pseudomonas sp.,2
Sequoia sempervirens,1
Hypocreales,18
Spirochaetaceae,3
Cercozoa sp. WA49p88t2LS,1
Arthrobacter sp. B3116,1
Myroides odoratimimus CCUG 12700,1
Propionibacterium,1
Dyella sp. R20-102,1
Polyangiaceae,17
Albertiniella,1
Thecidellina williamsi,1
uncultured Candidatus Koribacter sp.,1
Hypochthonius rufulus,1
Phanerochaetaceae,2
Cucumis sativus (cucumber),1
Tulasnella,1
SHA-26,1
Kineosporia babensis,1
Kabatiella microsticta,1
Frateuria terrea,1
Enterobacter sp. 4APG,1
Jatrophihabitans soli,1
Scleromitrula,1
Nocardiaceae,17
C2U,1
Desulfovibrionaceae,1
Prevotella,1
Niastella koreensis GR20-10,1
Agaricales,14
Nocardioides sp. JS614,1
Meria laricis,1
Pseudomonas sp. A2B7,1
JS1,1
Pestalotiopsis sp. TC-02,1
Metarhizium robertsii,1
Chrysocapsa paludosa,1
Aureobasidiaceae,3
BHI80-139,1
Bacillus djibelorensis,1
Candidatus Metachlamydia lacustris,1
Elusimicrobia,1
Taphrinomycotina,1
Arsenophonus endosymbiont of Meccus mazzottii,1
Arthrobacter sp. SAUAZS1-3,1
Azospirillum sp. PCP14,1
Klebsiella quasipneumoniae,1
Actinomarinaceae,1
Rhynchosporium orthosporum,1
Psychromonas,1
fungal sp. ZJ59,1
Ursidibacter,1
Streptosporangium sp. KD35,1
Anaerobacillus,1
Buttiauxella sp.,1
Leptospirillia,1
Thioalkalivibrio,1
Desulfobulbaceae,3
Bauldia,10
Lacunisphaera,2
Blastocystis,2
Spongospora subterranea,1
Yersinia enterocolitica B1,1
Thermoanaerobaculia,4
Tausonia sp. KBP 4496,1
endosymbiont of Acanthamoeba sp. TUME1,1
Heterocapsaceae environmental sample,1
Nocardioides sp.,3
Elusimicrobiota,13
Hyaloscypha variabilis,1
RB41,4
Streptomyces violascens,1
Nitrobacter vulgaris,1
Bacillus sp. SS14.1,1
Blfdi19,1
Phaeomoniella chlamydospora,1
Sumerlaeota,2
Trifolium pratense,1
Frankia,3
Pedomicrobium,2
Ramaria,1
P.palmC41,1
Lanatospora costata,1
uncultured eubacterium WD271,1
Albifimbria verrucaria,1
Azoarcus sp. DN11,1
Lysinibacillus fusiformis,1
Nakamurella sp.,2
Bembidion plagiatum,1
Spirochaetales,3
Saccharomonospora azurea SZMC 14600,1
Nocardia exalbida,1
Dietzia sp. H-KA4,1
Rhodoglobus sp. GICR18,1
Paeniclostridium,7
Oceanicaulis,1
Pseudorhodoplanes,2
Rhizophydiales,1
Acetobacteraceae bacterium,2
Thelebolales,3
uncultured Nitrospirae bacterium,1
Dehalococcoidia,6
Singulisphaera sp. GP187,1
Coxiella,3
Lactarius lignyotus,1
Cnidaria,1
uncultured Verrucomicrobia subdivision 3 bacterium,1
Actinomycetales,5
Paenibacillus sp. AM20-37,1
JG30-KF-CM45,13
Pectobacterium atrosepticum,2
Nocardioides insulae DSM 17944,1
Rathayibacter,3
Klebsiella pneumoniae CHS 25,1
Burkholderiales bacterium GJ-E10,1
Frondihabitans sp. BAR42,1
Gymnosporangium sabinae (birnengitterrost),1
Chthoniobacter,7
Abditibacteriaceae,1
Blautia,2
Metarhizium carneum,1
Heteromita sp. HFCC 924,1
Paenibacillus sp. CF095,1
uncultured sludge bacterium S14,1
YM,1
Virgibacillus alimentarius,1
Salix interior,1
Vibrio cholerae,2
Peniculia,1
Shewanella sp. ML-S3,1
Phenylobacterium sp. W2.09-62,1
Neochlamydia,17
Amphilinidea,1
Usnea subscabrosa,1
Rhodovastum,4
Staphylococcus aureus subsp. aureus LGA251,1
Spirochaetota,3
Pseudomonas sabulinigri,1
Discostella,1
B12-WMSP1,1
Phyllosticta,1
Negativicutes,2
Ichthyosporea,1
Lentinellus,2
Sva0996 marine group,1
bacterium enrichment culture clone auto73_4W,1
Glaciihabitans tibetensis,2
Chytridiomycetes,3
Thermococci,1
Minicystis rosea,1
Spongiibacteraceae,1
Tsukamurellaceae,2
Pseudonocardia carboxydivorans,1
Agrocybe praecox,1
Rigidoporus vinctus,1
uncultured Rubrobacterales bacterium,2
Pseudomonas sp. 25 R 14,1
Bradyrhizobium sp. LTSPM299,1
Clostridium sensu stricto 7,1
SAR92 clade,1
Spionida,1
Arthrobacter sp. OV608,1
Gitt-GS-136,1
Agaricomycetes sp.,1
Blastocystis hominis,2
Enterobacter sp. LMG 5336,1
Mycobacterium heidelbergense,1
bacterium Ellin5017,1
Aerococcus,1
Isochrysis,1
Eocercomonas,1
Actinobacteria bacterium,2
Nucleariidae and Fonticula group,1
Prauserella sp. AE-4y-A,1
Albertiniella polyporicola,1
uncultured Xiphinematobacteriaceae bacterium,1
Pseudomonas sp. RA1SPU,1
Aggregatibacter,1
Pseudonocardia sp. AL041005-10,1
Nostocoida limicola III,1
Klebsiella quasipneumoniae subsp. similipneumoniae,1
Klebsiella sp. DP140,1
Kroppenstedtia guangzhouensis,1
Actinobacillus,1
uncultured Methanomicrobia archaeon,1
Nitrosomonas,1
Cyanobacteria,42
Limnohabitans,1
Thioglobaceae,1
Arthrobacter crystallopoietes,1
Passiflora alata,1
Trichoderma,1
uncultured Erwinia sp.,1
Xiangella,1
Terrimicrobium sacchariphilum,1
Yersinia pseudotuberculosis,1
Talaromyces pittii,1
Candidatus Actinomarina,1
Sumerlaeales,2
Pseudomonas sp. CFII64,1
Dinophyceae,3
Cestoda,6
Morganella morganii,1
uncultured Dacrymycetaceae,1
Pseudomonas sp. B330,1
Caulobacter sp. Root487D2Y,1
Coenochloris signiensis,1
Cycadophyta,1
Chlamydiae bacterium GWA2_50_15,1
selenate-reducing bacterium JSA,1
Christensenellaceae R-7 group,1
Ursidibacter arcticus,1
Actinidia chinensis,1
Bradyrhizobium sp.YB2,1
Lactococcus,2
Hypotrichia,2
Thecideida,1
Stereaceae,1
Trichosporon asahii var. asahii CBS 2479,1
Shigella sonnei,2
Maxillopoda,1
uncultured Acidobacteriaceae bacterium,9
Dietzia,4
Lysinibacillus,3
Kriegeria eriophori,1
Anonchotaenia cf. brasiliensis AW-2013,1
bacterium,1
Cestodaria,1
Cystobasidium psychroaquaticum,1
Rothia kristinae,1
Stephanodiscus,1
Paracoccus,1
Bacillus sp. SIT10,1
Petrotogaceae,1
Frigoribacterium,2
uncultured eubacterium WD283,1
Discostella nipponica,1
Pseudomonas cannabina,1
Desulfobulbus,2
uncultured Corynebacterium sp.,1
Trichoderma sp. H09,1
bacterium m6,1
Pucciniomycetes,1
Epibryon diaphanum,1
Xylomelasma sp. EMSL 2471,1
Streptomyces griseus,1
Dickeya dianthicola,1
Pseudoalteromonadaceae,2
Cyanobiaceae,4
Nitrosospira sp. NpAV,1
Caullerya mesnili,1
Clavulicium macounii,1
Nocardioides litorisoli,1
Nuclearia,1
Clostridium sensu stricto 12,2
Pseudomonas sp. 1 R 17,1
Arthrobacter sp. SH-61B,1
Morganella sp. MH-149,1
Negativicoccus,1
Hyphomicrobium nitrativorans NL23,1
Parvicapsula kabatai,1
Flavihumibacter sp. CACIAM 22H1,1
Clavulicium,2
Candidatus Scalindua,1
Salmonella enterica subsp. enterica serovar Paratyphi A,2
Galbitalea,6
Klebsiella sp. UIWRF0351,1
Arthrobacter sp. L-19,1
Klebsiella sp. OUCC HB2,1
Actinokineospora enzanensis DSM 44649,1
[Bacillus] aminovorans,1
Auricularia,1
Sporosarcina siberiensis,1
Hamamotoa,1
Paraschneideria,1
Nocardioides ungokensis,1
Cenchrus americanus,1
Verrucomicrobia subdivision 6 bacterium BACL9 MAG-120507-bin52,1
Bradyrhizobium genosp. J,1
Micropepsis,1
Dothidea,1
Dokdonella koreensis DS-123,1
Protura,1
Auriscalpium,1
Pseudomonas silesiensis,1
Chytridiomycota,3
Corynebacteriaceae,5
Dactylosporangium sp. FXJ1.974,1
Arthrobacter cupressi,1
Chloroplast,29
uncultured Eimeriidae,2
Synechococcales,4
Dothideaceae,1
CL500-29 marine group,5
uncultured Rhizobiales bacterium,2
Candidatus Renichlamydia,1
Thermotaleaceae,1
Morganella morganii IS15,1
human gut metagenome,1
Mangrovibacter sp. MFB070,1
eukaryotic picoplankton environmental sample,1
Choanoflagellata,2
Gymnosporangium,1
Bacillus sp. NRRL B-14911,1
Pseudonocardia sp. EC080625-04,1
Chlorophyceae,6
LEMD267,1
Campylobacterales,6
Anaeromyxobacter,1
Coleofasciculaceae,1
Streptomyces,30
Stylonematales,1
uncultured Methanocalculus sp.,1
Aspergillus sparsus,1
Erwinia,12
Burkholderia sp. KN-10,1
Cryobacterium sp. MLB-32,1
Rhabdochlamydiaceae bacterium NS3,1
Malaclemys terrapin terrapin,1
Brevundimonas diminuta,1
uncultured Bdellovibrio sp.,1
Ellin6055,2
Diatomea,2
Leclercia sp. 2343,1
zygomycete sp. AM-2008a,2
Diversisporales,1
Craterocolla,1
Aspergillus nomius,1
Candidatus Tenderia,1
Microbacterium sp. CH12i,1
uncultured Antarctic bacterium LB3-64,1
soil amoeba AND16,1
Lithothamnion sp. BISH 689378,1
Arthrobacter rhombi,1
Rhodanobacter sp. L12,1
Wohlfahrtiimonas chitiniclastica,1
Umbilicariales,2
Euglenozoa,2
Cupriavidus,1
Clostridia,56
Pseudomonas sp. FSL W5-0299,1
Ochromonadaceae sp. CCMP2298,1
Candidatus Levybacteria,7
Cystobasidiales,2
Sporosarcina sp. P33,1
Cryocola sp. KAR37,1
Ureaplasma,1
Actinokineospora,2
TK10,22
Nocardia sp. E3,1
Azospirillum,2
Bacillus anthracis,1
Allantion,1
endosymbiont of Naegleria clarki,1
Burkholderiales bacterium JGI 0001003-L21,1
bacterium endosymbiont of Trichobius frequens,1
Gnathostomata,3
Lentinellus omphalodes,1
Arthrobacter sp. bG54(2011),1
Dongiaceae,1
Budviciaceae,2
Thecofilosea,1
Bacillus sp. CF9,1
Chlamydiales Incertae Sedis,1
Halobacillus massiliensis,1
Aquabacterium,3
Rhodomicrobium,5
Peridiniphycidae,1
Saprospiraceae,3
Actinospica,3
Lasiosphaeriaceae,1
Pseudomonas sp. GD100,1
Stereopsis,1
Lapillicoccus sp.,1
Occultifur,2
Streptomyces tsukubensis NRRL18488,1
Escherichia coli DEC2C,1
Prosthecomicrobium pneumaticum,1
Citrobacter sp.,1
Pedobacter,2
Myxococcaceae,3
Noviherbaspirillum,4
Arachidicoccus,1
Streptococcus agalactiae SS1219,1
PeM15,5
Pyrinomonadales,4
Methyloceanibacter stevinii,1
Polyporales sp.,1
Mesorhizobium amorphae CCNWGS0123,1
bacterium LC4001,1
Halomicrobiaceae,1
Pseudonocardia benzenivorans,1
Rahnella sp. 305-Carrot,1
Dermacoccus,2
Pucciniaceae,1
Arthrobacter sp. M_44,1
Rhodospora sordida,1
Arthrobacter sp. ERGS1:01,1
Schmidtea mediterranea,1
Pseudomonas sp. M0-107,1
Methanosarcinia,2
Bergeyella,1
Rhodocyclaceae,3
Xanthomonas,7
Frankia sp. MG-2011-113-GK,1
uncultured Tremellaceae,1
Capnodiales,6
Arthrobacter sp. Soil763,1
Pseudorhodoplanes sinuspersici,1
S085,3
Cyclobacteriaceae,1
Stephanodiscus hantzschii,1
Myxococcia,4
Pseudomonas mendocina,1
Chaetothyriales sp. TRN115,1
Bacillus mycoides,1
Curvibasidium,1
Thalassomyxa sp. MVa1x,1
Cyanobacteriia,41
Morganella morganii subsp. sibonii,1
Trichophyton rubrum,1
Orbiliomycetes,1
uncultured Aciditerrimonas sp.,3
Lobulomycetaceae,1
Yersinia enterocolitica subsp. palearctica Y11,1
Teleostei,3
Paludisphaera borealis,1
uncultured Neisseria sp.,1
Micavibrionales,1
Paenarthrobacter aurescens,2
Phormidesmiales,1
Citrobacter braakii,1
Oleiagrimonas,1
Halobacterium,1
Echinochloa colona,1
Candidatus Yanofskybacteria,1
Actinopolymorpha,1
Devosia sp. Sr53,1
Burkholderia-Caballeronia-Paraburkholderia,14
Candidatus Phytoplasma,1
Babeliae,14
Ophiocordyceps sp. BCC 28561,1
Medicago truncatula (barrel medic),1
Rhynchonellata,1
Acidimicrobiia bacterium BACL6 MAG-120322-bin79,1
Tricladida,1
Rhizobium sp. IRBG74,1
Pseudonocardia sp. ACT-0146,1
Rs-M59 termite group,1
Catenuloplanes crispus,1
Ipomoea nil (Japanese morning glory),1
Bordetella,1
Lactarius,2
Ardenticatenaceae,1
Bacillaceae,66
Candidatus Rubidus massiliensis,1
Euryarchaeota,1
Spirurida,1
Monosiga,1
fungal sp.,5
Ampullimonas aquatilis,1
Plot4-2H12,1
Thermobacillus,1
Flavihumibacter,1
Acidithiobacillus thiooxidans,1
Macrodasyida,1
Talaromyces purpureogenus,1
Bacillus sp. SS14.24,1
Caballeronia glathei,2
Lewinella,2
Clostridium psychrophilum,1
Geotoga,1
Sva0081 sediment group,1
Micromonospora siamensis,1
Cupriavidus metallidurans,1
Citrobacter sp. enrichment culture clone SRC_NBB22,1
Yersinia aleksiciae,1
Hydrogenothermaceae,1
Amylibacter,2
Sulfobacillales,1
Klebsiella pneumoniae subsp. ozaenae,1
Epulopiscium,1
Lactococcus lactis,1
Enoplea,1
Geoglossum nigritum,1
Pseudarthrobacter sulfonivorans,2
Dermacoccus sp. PE3,1
Marine Group III,1
Nonomuraea sp.,1
Pseudanabaenales,1
3051bac4-16,1
Paeniglutamicibacter antarcticus,1
Nematoda,6
Palpata,1
Archaea,18
Flavobacteriaceae,9
Agrobacterium skierniewicense,1
Laribacter hongkongensis,1
Haemophilus,3
Marine Benthic Group D and DHVEG-1,2
Nitrosovibrio sp. Nv17,1
Tylenchomorpha sp. Spondylis_PT,1
Phycicoccus endophyticus,1
Cellulosimicrobium,2
Enhydrobacter,1
Pucciniales,1
Microcystis aeruginosa CCAP 1450/11,1
Paramicrosporidium,1
uncultured Catenulispora sp.,1
Comamonadaceae bacterium JGI 0001003-E14,1
Brevundimonas sp. Leaf363,1
Allokutzneria multivorans,1
uncultured Rhodospirillales bacterium,1
Halanaerobium,1
Bacteroides pyogenes,1
Massilia brevitalea,1
Dongia,1
Leptolyngbyales,1
Veillonellaceae,2
