Taxon,Count
Kluyvera,1
Vagococcus teuberi,1
Legionella maceachernii,1
Coccolithales,1
Leptolinea,5
Euzebyales,1
Arthrobacter sp. R33S,1
Candidatus Nomurabacteria,6
Xanthomonas euvesicatoria pv. citrumelonis,1
Deinococcota,6
Aphelidium,1
Nemertodermatidae,1
Salinibacterium sp. CGMCC 1.16371,1
Paracoccus,1
Sphingobium,7
AKIW781,1
Lactococcus lactis,1
Clavulinaceae,3
Pseudomonas sp. DB48,1
Sinorhizobium sp. R-24605,1
NS7 marine group,1
Dickeya,1
Thiotrichales,1
Vibrio diabolicus,1
bacterium enrichment culture clone CL21,1
bacterium NTL240,1
Flavobacterium sp. Q3,1
gut metagenome,2
Lecanorales,1
Hylemonella gracilis str. Niagara R,1
metal-contaminated soil clone K20-27,1
Cylindrospermopsis raciborskii LMECYA 132,1
Collophora rubra,1
Streptomyces sp. M2051,1
Vibrionaceae,7
Caryophanon,1
Nitrolancea,4
Sundaptinus sp. MSL2007-3,1
CG1-02-32-21,1
Dacrymycetales,1
Pedobacter sp. An13,1
Sporichthya,2
IMCC26207,3
Undibacterium sp. A1-588,1
uncultured Caulobacter sp.,1
Methanobrevibacter,2
Rhytidhysteron,1
Penicillium punicae,1
Lachnum,1
Comamonas,2
Hylemonella,1
Pseudomonas sp. FBF100,1
Parabacteroides,1
uncultured archaeon,14
Blastocystis hominis,2
Obscuribacteraceae,2
Calycina marina,1
Methylocucumis oryzae,1
Alicyclobacillaceae,12
Phaeosphaeriaceae,4
Segetibacter,2
Babeliaceae,2
uncultured archaeon WCHA2-08,1
Pseudomonas sp. GM21,1
PAUC26f,1
Antarctic bacterium R-8287,1
Acari,2
Albirhodobacter,2
JGI 0001001-H03,7
Marinobacter,1
Selenomonadaceae,4
Streptomyces albidoflavus,1
nitrifying bacterium enrichment culture,1
Marinomonas primoryensis,1
Micromonospora sp. NEAU-CF29,1
Bathymodiolus thermophilus thioautotrophic gill symbiont,1
Pseudolabrys taiwanensis,1
RCP2-54,1
uncultured Aquicella sp.,1
Mortierella,9
Listeriaceae,2
Prymnesiophyceae,1
Neisseria sp. JXZ-10,1
uncultured Auriculariaceae,1
Bacillus sp. VKK-2,1
uncultured Epsilonproteobacteria bacterium,2
Metarhizium robertsii,1
uncultured rape rhizosphere bacterium wr0197,1
Paenibacillus sp. PA222,1
SAR324 clade(Marine group B),2
Brocadiae,1
Trichosporon,1
Grindelia squarrosa var. squarrosa,1
Aeromicrobium ginsengisoli,1
WWH38,4
uncultured Peniaceae,1
Desulfosporosinus fructosivorans,1
Ilumatobacter,1
Mycobacterium tusciae,1
JTB23,1
Bacillus sp. TW1,1
Candidatus Kaiserbacteria,4
Shewanella sp. BSi20574,1
Balneolaceae,1
unidentified eubacterium clone BSV51,1
Anaeromyxobacteraceae,1
Pseudophaeobacter,1
Caulobacter sp. Root343,1
uncultured Cercozoa,10
uncultured deep-sea bacterium,1
uncultured Enterobacter sp.,1
phenanthrene-degrading bacterium L31B,1
Bacillus sp. FJAT-22388,1
Isaria,2
Tissierella,2
SAR202 clade,1
Eugregarinorida,1
Candidatus Hamiltonella,2
Rikenellaceae,3
Micropepsaceae,11
Pseudocohnilembus,1
Candidatus Daviesbacteria,3
Cladosporium sp. CBS 282.49,1
Rhodocyclaceae,12
Candidatus Nitrotoga arctica,1
Cellulomonas sp. Root137,1
Bacillus isabeliae,1
Halobacterales,1
Photobacterium,1
Spirochaetaceae,7
Equisetum arvense (field horsetail),3
Stereopsidaceae,1
Anaerolineales,13
Nitratiruptoraceae,1
Sulfurospirillaceae,1
Racocetra,1
Pseudomonas sp. 4094,1
Derxomyces,1
Methylorosula,3
Pseudomonas sp. G4-19,1
SAR92 clade,1
Shewanellaceae,4
Coronosphaera mediterranea,1
Methanosarciniales,4
Batriosporaceae,1
Staphylococcus sp. DVRSG-2,1
Microgenomatia,22
Planctomicrobium,1
Pseudomonas stutzeri,1
Novosphingobium lentum NBRC 107847,1
Clostridium sp. MLG480,1
Cohnella sp. 3482BRRJ,1
Dicranophora,1
actinobacterium enrichment culture clone AP-FeEnrich2,1
EC3,1
UBA12411,1
Balneolales,1
Kryptonia,2
Neochlamydia sp. Trut23-12-2015_Venoge-Embouchure,1
Luteolibacter,4
Candidatus Campbellbacteria,2
Candidatus Symbiobacter,1
Pseudomonas sp. ES3-33,1
Pedobacter sp. N1d-b8,1
Endomicrobium,11
uncultured Mycobacterium sp.,2
Pseudomonas clemancea,1
Pygophora,1
Fimbriimonadales,3
AKYG1722,4
Gymnosporangium,1
Bacillus sp. FJAT-27997,1
Teratosphaeriaceae,1
Paraburkholderia graminis,1
Aestuariimicrobium,6
uncultured Ferrimicrobium sp.,1
Thermopolyspora sp. Gyg-3,1
Trebouxiophyceae,3
Planctopirus sp. JC280,1
Aminobacter,1
Weeksellaceae,3
Coccidia,1
Torreya grandis,1
Paenibacillus sp. C7,1
Limnohabitans,2
Sanguibacteraceae,2
Pyronemataceae,1
Mortierella alpina,1
Cyanobiaceae,6
Chlamydia trachomatis,1
Clostridium pasteurianum,1
Bisporella,1
uncultured Parcubacteria group bacterium,3
