Taxon,Count
Pseudomonadaceae,406
Blastocatellales,20
Bryobacterales,24
Citrus maxima,3
bacterium,4
Cellvibrionales,6
Proteobacteria,1682
Rhodanobacter,20
Methylobacter,13
uncultured gamma proteobacterium,19
Nitrospira,15
Pyrinomonadales,51
Nocardioidaceae,67
Reyranellales,7
metagenome,511
Abditibacteriaceae,5
Crinula caliciiformis,2
SC-I-84,17
Glaciihabitans sp.,2
uncultured Phyllobacteriaceae bacterium,3
Pseudarthrobacter scleromae,3
uncultured delta proteobacterium,13
Microtrichales,59
Solirubrobacter,31
Gammaproteobacteria,1053
Aeromicrobium sp. Root236,2
uncultured Gemmatimonadetes bacterium,16
Dikarya,178
Conexibacter,30
Gemmatimonas,51
Botryosphaeriales,3
Plantibacter sp. Leaf314,2
Gallionellaceae,23
Opisthokonta,264
Vicinamibacteraceae,31
uncultured Paenibacillaceae bacterium,3
Paraoerskovia,2
Pseudarthrobacter siccitolerans,4
Verrucomicrobiota,147
Candidatus Solibacter,32
Nitrospiraceae,15
Chthoniobacteraceae,24
Rhodopseudomonas sp. AAP120,2
Streptophyta,58
Sphingomonadales,102
Nitrospirota,17
Acetobacteraceae,19
Rhodoferax,19
LWQ8,12
Hexapoda,11
Chloroplastida,65
Arsenicitalea,6
uncultured Comamonadaceae bacterium,5
KD3-93,3
Pirellulaceae,58
Amorphea,267
Sphingobacteriales,50
Bacillus oleronius,3
Tremellomycetes,10
uncultured fungus,17
Ferruginibacter,18
uncultured Rubrobacteraceae bacterium,2
Hyphomicrobiaceae,26
Metazoa,47
Pycnora sorophora,2
Magnoliophyta,49
Curtobacterium,17
Ilumatobacteraceae,22
Holwaya mucida subsp. nipponica,2
Arthrobacter sp. Soil736,2
Tracheophyta,58
Phenylobacterium,13
Oligoflexales,4
Gemmatimonadales,118
uncultured Candidatus Saccharibacteria bacterium,6
Enterococcus durans,4
Leotiomyceta Incertae Sedis,2
Abditibacteria,5
uncultured beta proteobacterium,22
Planctomycetota,144
Cryobacterium psychrotolerans,2
Methylococcales,19
Chthoniobacterales,25
Hyphozyma,6
Pseudolabrys,45
Pseudomonas fluorescens,19
Actinotalea,5
Haliangium,21
Sphingomonadaceae,102
Pycnoraceae,2
SM1A02,8
Sphingomonas sp. BXN7-9,2
Comamonadaceae,84
uncultured Sphingomonadaceae bacterium,7
uncultured Hyphomicrobiaceae bacterium,9
Tepidisphaerales,23
Blastocatellia,76
Paenibacillaceae,52
Holozoa,47
Rhizobiales Incertae Sedis,32
Terrimonas,7
Hyphozyma variabilis var. variabilis,2
Planctomycetes,103
Micrococcaceae,126
Saprospiraceae,12
OM60(NOR5) clade,3
Acetobacterales,19
Saccharimonadales,57
Bacteroidia,207
Gitt-GS-136,14
Dokdonella,13
Novosphingobium,10
A21b,8
Protostomia,30
Glarea,3
Opitutales,13
Caulobacteraceae,47
Caenimonas,10
