Taxon,Count
Fictibacillus,2
Bacillus salsus,1
Physciaceae,1
Lysobacter sp. MS6Y-8-7,1
Thermomonas,1
uncultured sludge bacterium A9,1
Arthoniomycetes,1
Stellaria media,1
Pseudocitrobacter,1
Tetractinellida,1
uncultured Treponema sp.,1
Vermiphilaceae,8
Rotifera,3
Actinomycetales,3
Serratia fonticola,1
Ciliophora,5
Lactobacillus saniviri,1
bacterium endosymbiont of Onthophagus Taurus,1
Thiotrichales,1
Chlamydiales bacterium cvE21,1
Pinophyta,2
Alphaproteobacteria bacterium CG1_02_46_17,1
Serratia symbiotica SCt-VLC,1
bacterium enrichment culture clone auto4_4W,1
Entorrhizales,2
Periglandula ipomoeae IasaF13,1
Parvularculaceae,1
Lepraria oxybapha,1
Clostridium sensu stricto 7,1
Hibiscus syriacus,2
Chrysozymaceae,1
TK10,29
Dioscorea puber,1
Cladosporiaceae,2
Planctopirus,1
Peptostreptococcaceae,2
Marmota monax (woodchuck),1
bacterium K7,1
Agromyces,3
Smaragdicoccus niigatensis DSM 44881 = NBRC 103563,1
Gluconobacter,1
Fusarium solani,1
Rickettsiella,1
Actinoallomurus spadix,1
Saccharomycetales,6
Cordyceps,1
Enterobacter cloacae,3
Stagonosporopsis cucurbitacearum,1
Bivalvulida,1
Blastocladiomycetes,1
NRB23,1
SM23-30,1
Parcubacteria,30
Echinamoebida,1
Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_57_19,1
Leptospirillum,1
Acidianus sp. Acii18,1
Halomonas organivorans,1
Candidatus Xiphinematobacter,8
Sporosarcina sp. CM6,1
Bacillus sp. MM6,1
Epithamnolia xanthoriae,1
Thermotogaceae,1
Mycena aff. pura PBM 2665,1
Marmoricola sp. W1.09-48,1
Methanosaeta,1
Cellulomonas,1
Kylindria peruamazonensis,1
Oceanobacillus,4
Micromonospora sp. XFoRh99,1
Stereaceae,1
Rhodococcus,6
uncultured Chitinophagaceae bacterium,3
uncultured bacterium 98,1
GIF9,1
Salinibacter,1
Candidatus Levybacteria bacterium GW2011_GWB1_39_7,1
Bacteroides,2
Klebsiella sp. SZ015,1
uncultured Comamonadaceae bacterium,1
Bacillus sp. TP-Snow-C51,1
Trichoderma deliquescens,3
Echinodermata,1
Pucciniomycotina,9
Sorangium,3
Rheum kialense,1
Alteromonadales,2
Lichinaceae,1
Micromonospora sp. EUST2H18,1
Retaria,3
Methylomirabilota,4
Paramyrothecium,1
Trichoderma reesei QM6a,1
Holosticha,1
Cyclophyllidea,1
Athelia,1
Mycoplasma,5
Capnodiales,12
Catenulisporales,3
[Mycoplasma] group,1
Adenophora divaricata,1
uncultured bacterium DA001,1
Actinomadura sp.,1
Paenibacillus amylolyticus,1
Sarcocystis,1
Hypoxylon,1
Mycobacterium sp.,1
Sphingobacteriales bacterium 39-19,1
Bacillus sp. CNJ816 PL04,1
Aconitum carmichaelii,1
Stereopsidaceae,2
Paludibaculum,2
HSB OF53-F07,1
Rhizobium sp. IRBG74,2
Deschampsia antarctica (Antarctic hairgrass),1
Cystofilobasidiales,1
Acidithiomicrobium sp. P2,1
Actinoplanes sp. IR51-RC111,1
Xylobotryomycetes,1
Bacteroidales,9
Victivallales,1
Hepatozoon sp. Curupira 2,1
Hypomyces aurantius,1
Streptococcus agalactiae SS1219,1
Cestoda,2
bacterium YTN085711,1
Acidimicrobium,1
S085,4
Methanosarciniales,4
Halomonadaceae,3
Citrus maxima,4
Chthonomonadetes,7
bacterium Ellin6517,1
Phleum pratense (timothy grass),1
Fusarium sp. EGY2,1
Piroplasmorida,2
Reticulamoeba gemmipara,1
Stereopsis radicans,1
Singulisphaera rosea,1
Planifilum,1
Serratia sp. Se40,1
Microbotryomycetes,1
Thermoactinomycetaceae bacterium X0138,1
Nocardia,3
Fodinicola sp. HKI 0511,1
Brachyspira,1
Bacillus sp. NRRL B-14911,1
Reyranella massiliensis 521,1
Cytophagales,10
Candidatus Kaiserbacteria bacterium RIFOXYB1_FULL_46_14,1
0319-6G20,18
Corticiaceae,1
Schizocoerus liguloideus,1
Amphiplicatus,1
Anoxybacillus,2
Serratia sp. Cs60-2,1
Acidianus,1
Xanthonema,1
Geosmithia putterillii,1
Kordiimonas,1
Chrysophyceae,9
Paenibacillus sp. OK076,1
Kapabacteriales,1
Clostridium sensu stricto 15,1
Methanospirillum,1
Micromonospora sp. NEAU-CF29,1
Luteipulveratus mongoliensis,1
A31,1
Devosiaceae,9
Rinorea apiculata,1
Serratia sp. YD25,1
Clostridia,31
Afipia sp. Root123D2,1
Sulfurospirillum,2
uncultured Thiomargarita sp.,1
Bryoria tenuis,1
Lachnospiraceae,4
Bacillus sp. DX-2,1
uncultured Planctomycetales bacterium,3
Angustibacter luteus,1
Exutisphaerella,1
Entorrhiza,2
Coniochaeta sp. HA1540,1
Zoellneria rosarum,1
Sphaerimonospora sp.,1
Spizellomyces,1
Vibrio diabolicus,1
Mycobacterium avium,1
Cryptomycota,3
Pseudonocardia sp. CNS-139,1
Azadirachta indica,1
Candidatus Nitrosotenuis,1
Mesorhizobium oceanicum,1
Saccharothrix sp. CB00851,1
Elusimicrobia bacterium RIFOXYD12_FULL_66_9,1
Kitasatospora griseola,1
Dicranophora,1
Escherichia coli,5
Pseudonocardia asaccharolytica,1
Thaumatomonadidae,1
uncultured Caulobacterales bacterium,1
Streptomyces albidoflavus,1
Tessaracoccus,1
Kniphofia uvaria,1
Vulgatibacteraceae,1
Shewanella sp. N8AM1,1
Solicoccozyma terricola,1
Orbiliaceae,1
Phragmidiaceae,1
Alloactinosynnema,1
uncultured alveolate,1
Dechlorospirillum sp. SN1,1
Chloroidium saccharophilum,1
Armatimonadia,4
Enterococcus faecalis,2
Speranskia cantonensis,1
Verrucomicrobiaceae,3
Chordata,7
Cyclobacteriaceae,1
Viburnum prunifolium,1
Scalidophora,1
Mucor hiemalis,2
Fibrobacterales,2
Mycobacterium thermoresistibile,1
Penicillium punicae,1
Scrippsiella lachrymosa,1
Pucciniomycetes,7
Kibdelosporangium phytohabitans,1
Kordiimonadales,1
uncultured Thermoflavimicrobium sp.,1
Cladophialophora bantiana,1
uncultured Dokdonella sp.,2
Neoptera,6
Sistotrema,1
Urania-1B-19 marine sediment group,1
Pezizales,1
GBChlB,1
Actinokineospora,2
Brachyspirales,1
Serratia sp. PKL:01,1
uncultured eubacterium WD287,1
Parachlamydiaceae,22
Pseudomonadaceae,12
Psychrobacillus sp.,1
beta proteobacterium JGI 0001003-N18,1
Actinokineospora sp. YU 873-1,1
Funneliformis,1
Valsariaceae,1
Schlesneria paludicola DSM 18645,1
Rhizobium tubonense,1
mle1-27,2
Mucilaginibacter mallensis,1
Geopsychrobacter,1
Sinosporangium album,1
Bacillus simplex NBRC 15720 = DSM 1321,1
MSBL9,2
Cobetia sp.,1
Orbiliomycetes,1
Isoptericola variabilis,1
Schmidtea mediterranea,1
Chrysochromulina parkeae,1
Nocardioides sp.,2
Cyanobium sp. CZS_24G,1
Tarenaya hassleriana,1
Taraxacum officinale,1
Actinokineospora bangkokensis,1
endosymbiont of Vestimentiferan tubeworm,1
Colletotrichum higginsianum IMI 349063,1
Burkholderia sp.,1
Rokubacteriales,4
Burkholderiaceae,14
Staphylococcus sp. DVRSG-2,1
Leifsonia sp. PD8.4,1
Crinalium SAG 22.89,1
Botryosphaeria dothidea,1
uncultured Dikarya,4
Aquabacterium sp. NJ1,1
SAR,65
Paenibacillus nanensis,1
Pseudonocardia sp. AL041005-10,1
Apiosporaceae,2
Lactococcus lactis,1
Opitutus,3
Frankia sp. BMG5.30,1
uncultured Methylocella sp.,1
Streptacidiphilus neutrinimicus,1
Anoxybacillus sp. SMMA3,1
OCS116 clade,1
Trichosporonales,2
Nocardioides sp. IC177,1
Cestodaria,1
Choanephoraceae,5
Niastella,2
Filomicrobium insigne,1
Psychodiella chagasi,1
Bacillus muralis,1
Saitozyma,1
Cephalotheca,1
uncultured Hafnia sp.,1
SCADC1-2-3,1
uncultured marine eukaryote,1
Valsaria,1
Morganella morganii subsp. sibonii,1
Desulfovibrionales,1
Sva0485,1
Bacillus sp. CHR82,1
Thermococcales,1
Trichoderma asperellum,1
Marmoricola sp. Leaf446,1
Thermomonosporaceae bacterium ACT-0125,1
Paenibacillus sp. PE0C,1
Paludisphaera borealis,1
Candidatus Photodesmus blepharus,1
Acidimicrobiales,1
Oryza meyeriana,1
Trichoderma harzianum,1
Enterococcus durans,3
Clostridium sensu stricto 12,2
Xanthomonas phaseoli pv. phaseoli,1
Insolitispirillum,1
Paludisphaera,1
Calditrichia,1
Peltigera membranacea,1
Helicobacteraceae,1
Bacillus koreensis,1
Rahnella aquatilis,2
Hypocreales sp. LF755,1
Methylorosula,1
Pseudanabaena sp. RK_4_3,1
Kendrickiella phycomyces,1
Hyphomucor assamensis,1
Nocardioides insulae DSM 17944,1
Aphelidium desmodesmi,1
Ochrophyta,14
MAST-12C,3
Mesochaetopterus tingkokensis,1
Gymnotheca involucrata,1
Saprospiraceae,1
Sphingobacterium,1
Scleromitrula,1
Morganellaceae,16
Paenibacillales,25
Neochlamydia sp. Trut23-12-2015_Venoge-Embouchure,1
Blastocatellales,12
Domibacillus,1
Oncorhynchus kisutch (coho salmon),1
Simkaniaceae,8
Sporosarcina sp. SS6.3,1
Rhizopus microsporus var. chinensis,1
Acidisoma,1
Algoriphagus hitonicola,1
Bacillus aerius,1
Enoplea,2
Reyranella,21
Spumella-like flagellate JBM19,1
Nostocoida limicola III,1
Nakamurella panacisegetis,1
Dacrymycetaceae,1
Sphaerimonospora,1
uncultured Candidatus Rhabdochlamydia sp.,1
Clostridium tetani,1
Pseudarthrobacter,2
WWH38,2
Legionella jordanis,1
Bacillus sp. Marseille-P2489,1
Mycobacterium xenopi 3993,1
Paenibacillus polymyxa CR1,1
Mucor mucedo,1
Chaetomellaceae,1
Pseudanabaena sp. CZS_47H,1
denitrifying bacterium enrichment culture clone NOB_0_C6,1
Acidipila,8
Synechocystis PCC-6803,1
Azotobacter,1
Psychromonas,1
Harpellomyces sp. PA-3-1d,1
Geosmithia,1
Solwaraspora sp. UMM514,1
Wolfina aurantiopsis,1
Pasteurellaceae,2
Geothermobacteraceae,1
Fusarium mangiferae,1
CL500-29 marine group,7
Dependentiae,18
Nordella,1
Goffeauzyma gastrica,1
Pseudahrensia,1
uncultured Methylococcaceae bacterium,1
uncultured marine bacterium,42
Bacillus sp. MI-3a,1
Foraminifera,1
Streptosporangiales,28
Beggiatoales,1
Ochrobactrum,1
Glomeraceae,1
Stipa orientalis,1
Kineosporia,4
Actinomadura,5
Sordariaceae,1
Gonapodya prolifera,1
Sphaerisporangium,1
Streptomyces sp. AK02-1a,1
Actinoplanes sp. IR56-Co102,1
Citromicrobium sp. JL477,1
Steroidobacteraceae,4
Oligoflexales,2
Goffeauzyma,1
uncultured Thermoplasmatales archaeon,1
bacterium Ellin5091,1
Amphiesmenoptera,1
Bartonella volans,1
Sporichthya,1
S0134 terrestrial group,4
Candidatus Azambacteria,1
Clostridiaceae,15
Reticulascaceae,2
Juncus effusus,3
Pseudomonas syringae pv. pisi,1
Subgroup 17,10
Weissella,1
Lecanicillium sp. CCF 5201,1
Alternaria,1
Bacillus oleronius,1
Lichinales,1
Novel Clade 10,1
Rahnella sp. ERMR1:05,1
Lactobacillus ruminis,1
Halomonas sp. RS-19,1
Nitokra spinipes,1
Puniceicoccaceae,1
Francisella noatunensis subsp. orientalis,1
Pantoea,4
Microvirga,1
Puccinia,2
Parcubacteria group bacterium CG1_02_50_68,1
Protosporangium,1
Ophiuroidea,1
Lepidoptera,1
Umbelopsis,1
Annulohypoxylon stygium,1
bacteriap25,1
Leuconostoc mesenteroides,1
uncultured eubacterium WD2124,1
Catenulisporaceae,1
Woeseiaceae,1
Actinoplanes sp.,1
Staphylococcus saccharolyticus,1
Funneliformis geosporum,1
Chitinophaga rupis,1
Dickeya,1
Sphaeropteris cooperi,1
uncultured Bradyrhizobiaceae bacterium,5
Jatrophihabitans telluris,1
Chlamydiaceae,3
Bergeyella,2
Nectriaceae,37
Sulfurifustis,1
uncultured sludge bacterium A1,1
Spirochaetota,6
Pterygota,6
Candidatus Nitrocosmicus,1
Xanthonema sp. A14,1
Streptosporangium,4
uncultured Enterobacteriaceae bacterium,1
uncultured Clostridiaceae bacterium,1
Nitrospinaceae,2
Saccharomycodaceae,1
Plantactinospora veratri,1
Gossypium hirsutum (upland cotton),2
Paracaedibacteraceae,2
Sutterella,2
Abditibacteriaceae,3
Enterobacteriaceae bacterium CC2G,1
Guepinia helvelloides,1
Wohlfahrtiimonadaceae,1
Streptomyces sp. QLS84,1
UBA12409,2
Sandaracinaceae,4
Candidatus Finniella inopinata,1
Ensete ventricosum,1
Commensalibacter,1
Conticribra weissflogiopsis,1
Tolypocladium,2
uncultured Acidisphaera sp.,1
unidentified eubacterium clone BSV06,1
Leptothrix sp. PW10C,1
Trichosporonaceae,1
Arsenicicoccus sp. oral taxon 190,1
[Cyathicula] microspora,1
Kinorhyncha,1
Inquilinaceae,2
Tolypocladium inegoense,1
Fluviicola,2
Paraschneideria,2
Vicinamibacteraceae,9
Calditrichales,1
Pseudoflavitalea,1
Lulworthia,1
Conexibacter woesei DSM 14684,1
Acrogenospora carmichaeliana,1
Candidatus Adlerbacteria,3
Euamoebida,1
Penicillium sp. KCTC16081,1
Halieaceae,1
Enterobacter sp. RCB568,1
Streptacidiphilus alcalitolerans,1
Bacillus filamentosus,1
Trametes versicolor,1
Nocardioides sp. LNNU 3343,1
Actinopolymorpha,1
Mycoplasma sp.,1
Brachyspira canis,1
Rhodomicrobiaceae,3
Mucoromycotina sp. MIB 8353,1
Candidatus Metachlamydia lacustris,1
Solicoccozyma terreus,1
Bacillus luciferensis,1
Subgroup 22,1
Pseudonocardia dioxanivorans CB1190,1
SHA-26,1
Streptomyces sp. Root369,1
Alcanivoracaceae1,1
Chaetomiaceae,2
Yihiella yeosuensis,1
Coniochaeta africana,1
Trichoderma sp. CC-2016,1
Diplorickettsiales,13
Niastella koreensis,1
uncultured Rhodospirillales bacterium,2
Rachicladosporium,1
Dietzia alimentaria,1
Pir3 lineage,1
Nakamurella,7
Bacillus sp. D3-a1-YT,1
Rhizomucor,5
Pectobacterium atrosepticum ICMP 1526,1
Fusarium proliferatum,1
Dorylaimia,1
Thiomicrorhabdus,2
Aetherobacter,3
Legionella santicrucis,1
Serratia sp. R1(2008),1
uncultured Holophaga sp.,3
